date, pm25, pm10, o3, no2, co
2023/8/27, 46, 10, 35, 23, 
2023/8/28, 21, 8, 20, 24, 
2023/8/29, 13, 9, 33, 26, 
2023/8/30, 17, 15, 37, 27, 
2023/8/31, 42, 20, 44, 26, 
2023/9/1, 50, 20, 39, 21, 
2023/9/2, 50, 20, 56, 26, 
2023/9/3, 53, 16, 37, 33, 
2023/9/4, 42, 18, 39, 34, 
2023/9/5, 42, 16, 44, 35, 
2023/9/6, 42, 18, 44, 33, 
2023/9/7, 50, 21, 53, 38, 
2023/9/8, 55, 20, 55, 22, 
2023/9/9, 55, 20, 53, 29, 
2023/9/10, 55, 24, 66, 38, 
2023/9/11, 59, 23, 72, 27, 
2023/9/12, 57, 17, 43, 30, 
2023/9/13, 42, 17, 41, 25, 
2023/9/14, 46, 20, 34, 32, 
2023/9/15, 50, 19, 38, 26, 
2023/9/16, 42, 20, 40, 32, 
2023/9/17, 53, 31, 21, 34, 
2023/9/18, 55, 24, 40, 33, 
2023/9/19, 38, 17, 24, 30, 
2023/9/20, 30, 17, 35, 28, 
2023/9/21, 30, 14, 28, 23, 
2023/9/22, 25, 12, 36, 22, 
2023/9/23, 25, 11, 27, 27, 
2023/9/24, 34, 14, 33, 35, 
2023/9/25, 42, 24, 37, 38, 
2023/9/26, 55, 28, 40, 43, 
2023/9/27, 53, 29, 44, 36, 
2023/9/28, 55, 29, 45, 39, 
2023/9/29, 57, 27, 37, 48, 
2023/9/30, 59, 23, 46, 39, 
2023/4/1, 13, 12, 31, 28, 
2023/4/2, 25, 14, 28, 35, 
2023/4/3, 25, 20, 35, 38, 
2023/4/4, 46, 20, 35, 39, 
2023/4/5, 53, 17, 36, 49, 
2023/4/6, 50, 20, 37, 46, 
2023/4/7, 57, 22, 35, 35, 
2023/4/8, 63, 10, 32, 29, 
2023/4/9, 34, 9, 30, 29, 
2023/4/10, 25, 10, 41, 22, 
2023/4/11, 25, 16, 32, 36, 
2023/4/12, 30, 14, 26, 31, 
2023/4/13, 30, 4, 30, 35, 
2023/4/14, 13, 10, 36, 26, 
2023/4/15, 13, 11, 35, 29, 
2023/4/16, 30, 16, 18, 41, 
2023/4/17, 38, 16, 30, 37, 
2023/4/18, 42, 11, 33, 27, 
2023/4/19, 25, 18, 29, 31, 
2023/4/20, 38, 19, 28, 27, 
2023/4/21, 42, 17, 37, 29, 
2023/4/22, 42, 12, 42, 14, 
2023/4/23, 25, 14, 40, 25, 
2023/4/24, 21, 11, 34, 20, 
2023/4/25, 25, 10, 39, 28, 
2023/4/26, 25, 17, 38, 31, 
2023/4/27, 46, 20, 41, 36, 
2023/4/28, 50, 24, 30, 27, 
2023/4/29, 59, 19, 33, 20, 
2023/4/30, 46, 10, 24, 21, 
2023/5/1, 17, 5, 27, 32, 
2023/5/2, 17, 11, 23, 39, 
2023/5/3, 25, 16, 37, 33, 
2023/5/4, 46, 17, 41, 38, 
2023/5/5, 42, 16, 51, 31, 
2023/5/6, 42, 16, 48, 29, 
2023/5/7, 46, 18, 39, 32, 
2023/5/8, 46, 15, 31, 24, 
2023/5/9, 38, 6, 24, 26, 
2023/5/10, 17, 6, 26, 27, 
2023/5/11, 13, 15, , 29, 
2023/5/12, 25, 19, , 27, 
2023/5/13, 38, 10, , 27, 
2023/5/14, 21, 11, 33, 24, 
2023/5/15, 17, 3, 24, 33, 
2023/5/16, 13, 10, 24, 32, 
2023/5/17, 21, 17, 28, 31, 
2023/5/18, 38, 14, 16, 33, 
2023/5/19, 34, 24, 11, 27, 
2023/5/20, 55, 22, 37, 37, 
2023/5/21, 55, 23, 46, 43, 
2023/5/22, 53, 22, 57, 47, 
2023/5/23, 55, 21, 42, 43, 
2023/5/24, 50, 19, 34, 40, 
2023/5/25, 46, 20, 51, 36, 
2023/5/26, 53, 20, 43, 36, 
2023/5/27, 53, 17, 48, 31, 
2023/5/28, 50, 20, 43, 35, 
2023/5/29, 46, 18, 42, 40, 
2023/5/30, 46, 18, 41, 40, 
2023/5/31, 46, 16, 48, 35, 
2023/6/1, 34, 16, 50, 25, 
2023/6/2, 46, 14, 43, 36, 
2023/6/3, 34, 14, 33, 38, 
2023/6/4, 30, 14, 27, 42, 
2023/6/5, 25, 15, 35, 38, 
2023/6/6, 34, 11, 32, 33, 
2023/6/7, 25, 10, 41, 32, 
2023/6/8, 25, 11, 41, 32, 
2023/6/9, 30, 13, 27, 33, 
2023/6/10, 30, 11, 43, 31, 
2023/6/11, 34, 14, 39, 40, 
2023/6/12, 30, 13, 29, 38, 
2023/6/13, 25, 14, 31, 33, 
2023/6/14, 34, 16, 38, 37, 
2023/6/15, 42, 20, 49, 37, 
2023/6/16, 53, 14, 55, 23, 
2023/6/17, 46, 15, 49, 15, 
2023/6/18, 46, 15, 50, 19, 
2023/6/19, 42, 13, 53, 19, 
2023/6/20, 42, 20, 61, 25, 
2023/6/21, 50, 24, 48, 23, 
2023/6/22, 46, 25, 39, 31, 
2023/6/23, 50, 12, 42, 26, 
2023/6/24, 30, 10, 43, 21, 
2023/6/25, 25, 14, 50, 27, 
2023/6/26, 38, 17, 53, 24, 
2023/6/27, 42, 20, 36, 22, 
2023/6/28, 34, 14, 48, 29, 
2023/6/29, 30, 17, 34, 31, 
2023/6/30, 42, 20, 45, 21, 
2023/1/2, 76, 26, 3, 24, 
2023/1/3, 65, 21, 5, 23, 
2023/1/4, 59, 22, 7, 27, 
2023/1/5, 61, 27, 3, 27, 
2023/1/6, 76, 26, 9, 28, 
2023/1/7, 72, 31, 3, 24, 
2023/1/8, 82, 17, 8, 28, 
2023/1/9, 50, 10, 22, 35, 
2023/1/10, 25, 20, 13, 38, 
2023/1/11, 55, 33, 9, 37, 
2023/1/12, 80, 49, 3, 35, 
2023/1/13, 112, 45, 7, 39, 
2023/1/14, 107, 54, 3, 28, 
2023/1/15, 147, 24, 15, 26, 
2023/1/16, 68, 20, 11, 27, 
2023/1/17, 57, 29, 4, 26, 
2023/1/18, 65, 34, 3, 25, 
2023/1/19, 82, 28, 8, 31, 
2023/1/20, 76, 32, 9, 32, 
2023/1/21, 80, 13, 12, 28, 
2023/1/22, 46, 16, 11, 35, 
2023/1/23, 55, 21, 11, 30, 
2023/1/24, 61, 25, 5, 29, 
2023/1/25, 65, 29, 17, 40, 
2023/1/26, 63, 20, 16, 32, 
2023/1/27, 42, 28, 11, 30, 
2023/1/28, 68, 30, 14, 32, 
2023/1/29, 80, 31, 15, 43, 
2023/1/30, 78, 40, 17, 41, 
2023/1/31, 89, 33, 17, 48, 
2023/2/1, 65, 21, 22, 36, 
2023/2/2, 55, 38, 15, 48, 
2023/2/3, 85, 35, 16, 36, 
2023/2/4, 80, 20, 24, 28, 
2023/2/5, 42, 20, 23, 36, 
2023/2/6, 53, 30, 22, 36, 
2023/2/7, 74, 32, 19, 33, 
2023/2/8, 82, 28, 23, 37, 
2023/2/9, 72, 34, 22, 43, 
2023/2/10, 89, 33, 24, 43, 
2023/2/11, 87, 40, 29, 50, 
2023/2/12, 102, 40, 23, 51, 
2023/2/13, 91, 42, 27, 52, 
2023/2/14, 93, 38, 28, 60, 
2023/2/15, 82, 38, 27, 38, 
2023/2/16, 87, 20, 28, 47, 
2023/2/17, 55, 26, 25, 36, 
2023/2/18, 65, 24, 30, 34, 
2023/2/19, 59, 36, 20, 42, 
2023/2/20, 80, 45, 17, 38, 
2023/2/21, 97, 61, 8, 38, 
2023/2/22, 149, 50, 16, 32, 
2023/2/23, 109, 38, 18, 32, 
2023/2/24, 80, 42, 15, 35, 
2023/2/25, 82, 11, 24, 25, 
2023/2/26, 30, 18, 24, , 
2023/2/27, 38, 29, 12, , 
2023/2/28, 72, 25, 12, 29, 
2023/3/1, 74, 25, 8, 25, 
2023/3/2, 68, 28, 23, 36, 
2023/3/3, 65, 27, 29, 39, 
2023/3/4, 61, 16, 30, 26, 
2023/3/5, 38, 11, 31, 38, 
2023/3/6, 17, 13, 32, 29, 
2023/3/7, 25, 13, 27, 38, 
2023/3/8, 17, 21, 29, 32, 
2023/3/9, 30, 25, 28, 33, 
2023/3/10, 46, 17, 32, 33, 
2023/3/11, 34, 21, 27, 26, 
2023/3/12, 46, 23, 24, 35, 
2023/3/13, 55, 17, 26, 37, 
2023/3/14, 46, 17, 24, 33, 
2023/3/15, 46, 14, 30, 40, 
2023/3/16, 34, 18, 30, 47, 
2023/3/17, 50, 23, 35, 43, 
2023/3/18, 63, 32, 28, 37, 
2023/3/19, 85, 22, 22, 38, 
2023/3/20, 59, , 35, 46, 
2023/3/22, 50, 18, 34, 43, 
2023/3/23, 46, 11, 30, 25, 
2023/3/24, 25, 12, 37, 33, 
2023/3/25, 21, 12, 37, 21, 
2023/3/26, 17, 12, 32, 29, 
2023/3/27, 25, 13, 35, 48, 
2023/3/28, 38, 17, 35, 35, 
2023/3/29, 42, 18, 31, 30, 
2023/3/30, 46, 17, 30, 45, 
2023/3/31, 21, 10, 34, 22, 
2022/10/1, 34, , 28, 14, 
2022/10/2, 42, 16, 29, 27, 
2022/10/3, 50, 14, 22, 30, 
2022/10/4, 53, 21, 30, 29, 
2022/10/5, 59, 28, 35, 45, 
2022/10/6, 59, 28, 35, 37, 
2022/10/7, 63, 26, 39, 22, 
2022/10/8, 59, 22, 28, 21, 
2022/10/9, 57, 21, 18, 33, 
2022/10/10, 53, 32, 28, 40, 
2022/10/11, 72, 30, 27, 34, 
2022/10/12, 63, 30, 28, 43, 
2022/10/13, 57, 30, 32, 49, 
2022/10/14, 63, 28, 35, 36, 
2022/10/15, 63, 22, 32, 36, 
2022/10/16, 55, 29, 26, 40, 
2022/10/17, 68, 36, 32, 40, 
2022/10/18, 80, 32, 33, 56, 
2022/10/19, 70, 39, 26, 38, 
2022/10/20, 80, 52, 17, 31, 
2022/10/21, 107, 25, 26, 38, 
2022/10/22, 46, 30, 7, 24, 
2022/10/23, 63, 35, 23, 27, 
2022/10/24, 59, 35, 26, 34, 
2022/10/25, 55, 34, 20, 37, 
2022/10/26, 53, 47, 19, 36, 
2022/10/27, 70, 52, 22, 42, 
2022/10/28, 91, 29, 27, 43, 
2022/10/29, 57, 19, 30, 42, 
2022/10/30, 38, 20, 26, 50, 
2022/10/31, 42, 20, 22, 35, 
2022/11/1, 46, 32, 14, 28, 
2022/11/2, 65, 50, 3, 32, 
2022/11/3, 91, 10, 24, 38, 
2022/11/4, 17, 10, 19, 37, 
2022/11/5, 21, 9, 16, 35, 
2022/11/6, 25, 23, 13, 42, 
2022/11/7, 70, 34, 11, 41, 
2022/11/8, 85, 55, 7, 43, 
2022/11/9, 142, 57, 3, 27, 
2022/11/10, 142, 51, 11, 33, 
2022/11/11, 124, 23, 3, 30, 
2022/11/12, 61, 25, 3, 27, 
2022/11/13, 70, 24, 7, 32, 
2022/11/14, 61, 23, 3, 29, 
2022/11/15, 61, 18, 3, 25, 
2022/11/16, 50, 30, , 27, 
2022/11/17, 61, 30, 7, 29, 
2022/11/18, 61, 34, 3, 25, 
2022/11/19, 78, 29, 10, 31, 
2022/11/20, 72, 24, 4, 34, 
2022/11/21, 65, 8, 19, 29, 
2022/11/22, 34, 13, 13, 36, 
2022/11/23, 30, 20, 10, 38, 
2022/11/24, 55, 43, 3, 36, 
2022/11/25, 107, 54, 7, 32, 
2022/11/26, 139, 33, 10, 33, 
2022/11/27, 87, 30, 4, 32, 
2022/11/28, 74, 34, , 29, 
2022/11/29, 91, 35, 3, 32, 
2022/11/30, 87, 38, 6, 29, 
2022/12/1, 91, 29, 3, 28, 
2022/12/2, 74, 18, 3, 24, 
2022/12/3, 50, 11, 9, 28, 
2022/12/4, 30, 19, 3, 26, 
2022/12/5, 50, 23, 9, 33, 
2022/12/6, 55, 42, 3, 28, 
2022/12/7, 89, 47, 3, 28, 
2022/12/8, 102, 15, 4, 33, 
2022/12/9, 55, 20, 8, 27, 
2022/12/10, 61, 14, 7, 27, 
2022/12/11, 55, 22, 7, 30, 
2022/12/12, 59, 27, 7, 33, 
2022/12/13, 74, 31, 7, 32, 
2022/12/14, 80, 33, 7, 32, 
2022/12/15, 80, 22, 3, 30, 
2022/12/16, 70, 30, 3, 30, 
2022/12/17, 80, 33, 9, 31, 
2022/12/18, 76, 43, 3, 25, 
2022/12/19, 95, 52, 3, 32, 
2022/12/20, 119, 51, 3, 32, 
2022/12/21, 112, 43, 4, 35, 
2022/12/22, 99, 47, 3, 38, 
2022/12/23, 97, 61, 3, 26, 
2022/12/24, 151, 50, 4, 29, 
2022/12/25, 114, 46, 6, 30, 
2022/12/26, 109, 49, 3, 27, 
2022/12/27, 114, 40, 3, 32, 
2022/12/28, 95, 49, 3, 25, 
2022/12/29, 114, 45, 3, 24, 
2022/12/30, 102, 39, 4, 29, 
2022/12/31, 91, 42, 6, 26, 
2023/1/1, 114, 29, 4, 26, 
2022/7/1, 70, 23, 64, 15, 
2022/7/2, 53, 23, 74, 20, 
2022/7/3, 55, 30, 84, 27, 
2022/7/4, 55, 17, 60, 24, 
2022/7/5, 38, 17, 47, 22, 
2022/7/6, 30, 20, 55, 22, 
2022/7/7, 42, 11, 40, 18, 
2022/7/8, 30, 10, 40, 12, 
2022/7/9, 21, 9, 47, 20, 
2022/7/10, 25, 17, 45, 21, 
2022/7/11, 30, 18, 43, 21, 
2022/7/12, 30, 14, 47, 18, 
2022/7/13, 34, 13, 62, 24, 
2022/7/14, 25, 17, 87, 25, 
2022/7/15, 42, 20, 72, 17, 
2022/7/16, 50, 19, 50, 14, 
2022/7/17, 50, 20, 55, 19, 
2022/7/18, 53, 18, , 21, 
2022/7/19, 46, 20, 66, 33, 
2022/7/20, 50, 22, 64, 36, 
2022/7/21, 53, 22, 69, 26, 
2022/7/22, 57, 20, 71, 14, 
2022/7/23, 53, 20, 66, 14, 
2022/7/24, 53, 25, 68, 23, 
2022/7/25, 57, 22, 61, 23, 
2022/7/26, 50, 15, 55, 25, 
2022/7/27, 30, 18, 47, 23, 
2022/7/28, 38, 20, 58, 19, 
2022/7/29, 46, 12, 56, 17, 
2022/7/30, 34, 10, 59, 20, 
2022/7/31, 30, 16, 64, 18, 
2022/8/1, 38, 16, 52, 20, 
2022/8/2, 38, 14, 55, 21, 
2022/8/3, 34, 13, 58, 19, 
2022/8/4, 30, 18, 74, 22, 
2022/8/5, 42, 20, 76, 17, 
2022/8/6, 53, 10, 43, 14, 
2022/8/7, 34, 16, 57, 17, 
2022/8/8, 46, 18, 48, 14, 
2022/8/9, 42, 15, 48, 18, 
2022/8/10, 38, 14, 48, 15, 
2022/8/11, 30, 10, 45, 20, 
2022/8/12, 25, 8, 48, 14, 
2022/8/13, 21, 7, 53, 11, 
2022/8/14, 17, 10, 52, 8, 
2022/8/15, 30, 15, 55, 18, 
2022/8/16, 34, 20, 54, 15, 
2022/8/17, 46, 13, 31, 15, 
2022/8/18, 30, 9, 47, 14, 
2022/8/19, 21, 10, 53, 25, 
2022/8/20, 21, 8, 56, 15, 
2022/8/21, 21, 10, 47, 16, 
2022/8/22, 34, 10, 44, 15, 
2022/8/23, 34, 10, 43, 14, 
2022/8/24, 25, 15, 51, 19, 
2022/8/25, 38, 18, 60, 19, 
2022/8/26, 53, 18, 45, 13, 
2022/8/27, 46, 14, 42, 9, 
2022/8/28, 34, 15, 57, 17, 
2022/8/29, 42, 15, 46, 18, 
2022/8/30, 42, 18, 42, 21, 
2022/8/31, 46, 13, 29, 22, 
2022/9/1, 38, 12, 39, 17, 
2022/9/2, 30, 16, 30, 20, 
2022/9/3, 38, 15, 43, 21, 
2022/9/4, 42, 15, 49, 27, 
2022/9/5, 38, 16, 48, 20, 
2022/9/6, 38, 19, 41, 28, 
2022/9/7, 38, 16, 33, 24, 
2022/9/8, 30, 15, 37, 33, 
2022/9/9, 21, 12, 37, 18, 
2022/9/10, 25, 10, 43, 16, 
2022/9/11, 25, 13, 45, 26, 
2022/9/12, 30, 16, 59, 31, 
2022/9/13, 38, 15, 33, 29, 
2022/9/14, 30, 27, 29, 27, 
2022/9/15, 38, 11, 35, 24, 
2022/9/16, 21, 10, 27, 22, 
2022/9/17, 13, 7, 30, 32, 
2022/9/18, 17, 13, , 33, 
2022/9/19, 34, 17, 33, 27, 
2022/9/20, 38, 11, 28, 25, 
2022/9/21, 30, 10, 30, 23, 
2022/9/22, 34, 11, 33, 28, 
2022/9/23, 34, 12, 24, 31, 
2022/9/24, 30, 16, 16, 21, 
2022/9/25, 53, 10, 24, 22, 
2022/9/26, 13, 10, 25, 33, 
2022/9/27, 13, 10, 23, 31, 
2022/9/28, 13, 14, 21, 27, 
2022/9/29, 25, 13, 18, 27, 
2022/9/30, 38, 13, 24, 27, 
2022/4/1, 13, 11, 30, 23, 
2022/4/2, 17, 19, 30, 22, 
2022/4/3, 53, 26, 28, 19, 
2022/4/4, 61, 22, 38, 31, 
2022/4/5, 63, 20, 36, 31, 
2022/4/6, 53, 16, 35, 21, 
2022/4/7, 42, 10, 30, 12, 
2022/4/8, 21, 16, 34, 19, 
2022/4/9, 34, 8, 34, 18, 
2022/4/10, 34, 15, 35, 29, 
2022/4/11, 53, 22, 35, 32, 
2022/4/12, 59, 20, 37, 33, 
2022/4/13, 53, 16, 43, 25, 
2022/4/14, 42, 20, 41, 29, 
2022/4/15, 46, 16, 35, 17, 
2022/4/16, 38, 18, 35, 16, 
2022/4/17, 30, 11, 35, 17, 
2022/4/18, 30, 18, 37, 23, 
2022/4/19, 46, 20, 30, 27, 
2022/4/20, 30, 7, 24, 30, 
2022/4/21, 13, 6, 23, 24, 
2022/4/22, 13, 13, 30, 25, 
2022/4/23, 17, 7, 23, 13, 
2022/4/24, 13, 11, 29, 11, 
2022/4/25, 34, 20, 32, 26, 
2022/4/26, 42, 19, 36, 27, 
2022/4/27, 53, 18, 37, 27, 
2022/4/28, 50, 18, 40, 28, 
2022/4/29, 50, 15, 43, 23, 
2022/4/30, 46, 14, 37, 20, 
2022/5/1, 42, 10, 30, 21, 
2022/5/2, 34, 15, 40, 29, 
2022/5/3, 42, 16, 34, 24, 
2022/5/4, 46, 20, 22, 26, 
2022/5/5, 53, 11, 28, 18, 
2022/5/6, 30, 19, 26, 24, 
2022/5/7, 34, 20, 25, 16, 
2022/5/8, 38, 25, 39, 27, 
2022/5/9, 55, 24, 45, 23, 
2022/5/10, 57, 18, 51, 22, 
2022/5/11, 59, 19, 43, 29, 
2022/5/12, 46, 17, 44, 22, 
2022/5/13, 42, 22, 55, 23, 
2022/5/14, 50, 20, 54, 15, 
2022/5/15, 50, 19, 47, 19, 
2022/5/16, 38, , 53, 27, 
2022/5/17, 50, 27, 39, 21, 
2022/5/18, 53, 21, 48, 31, 
2022/5/19, 50, 21, 63, 24, 
2022/5/20, 53, 15, 48, 13, 
2022/5/21, 38, 14, 44, 14, 
2022/5/22, 34, 17, 43, 26, 
2022/5/23, 30, 19, 40, 27, 
2022/5/24, 42, 26, 40, 30, 
2022/5/25, 53, 31, 34, 24, 
2022/5/26, 61, 31, 48, 23, 
2022/5/27, 59, 30, 33, 20, 
2022/5/28, 50, 13, 22, 16, 
2022/5/29, 13, 16, 24, 22, 
2022/5/30, 34, 30, 31, 20, 
2022/5/31, 55, 27, 39, 21, 
2022/6/1, 61, 23, 51, 13, 
2022/6/2, 61, 31, 37, 26, 
2022/6/3, 65, 35, 45, 23, 
2022/6/4, 74, 34, 38, 20, 
2022/6/5, 61, 30, 46, 22, 
2022/6/6, 46, 19, 36, 21, 
2022/6/7, 38, 10, 37, 20, 
2022/6/8, 30, 15, 29, 21, 
2022/6/9, 25, 12, 35, 21, 
2022/6/10, 34, 11, 43, 15, 
2022/6/11, 34, 12, 51, 14, 
2022/6/12, 46, 20, 61, 27, 
2022/6/13, 53, 20, 46, 24, 
2022/6/14, 46, 21, 62, 21, 
2022/6/15, 53, 26, 75, 31, 
2022/6/16, 59, 27, 65, 23, 
2022/6/17, 59, 19, 51, 15, 
2022/6/18, 53, 14, 53, 16, 
2022/6/19, 42, 17, 48, 26, 
2022/6/20, 46, 15, 42, 18, 
2022/6/21, 38, 24, 39, 32, 
2022/6/22, 55, 34, 38, 20, 
2022/6/23, 57, 20, 39, 13, 
2022/6/24, 38, 18, 46, 22, 
2022/6/25, 38, 19, 48, 14, 
2022/6/26, 46, 36, 43, 22, 
2022/6/27, 59, , 30, 21, 
2022/1/4, 55, 11, 3, , 
2022/1/5, 34, 7, 19, 27, 
2022/1/6, 21, 22, 19, 32, 
2022/1/7, 59, 29, 10, 36, 
2022/1/8, 76, 34, 10, 39, 
2022/1/9, 99, 33, 3, 34, 
2022/1/10, 91, 39, 11, 37, 
2022/1/11, 87, 45, 9, 46, 
2022/1/12, 95, 42, 12, 47, 
2022/1/13, 93, 22, 6, 45, 
2022/1/14, 59, 34, 12, 47, 
2022/1/15, 74, 40, 10, 50, 
2022/1/16, 95, 26, 9, 45, 
2022/1/17, 61, 47, 10, 52, 
2022/1/18, 109, 57, 8, 35, 
2022/1/19, 144, 57, 12, 38, 
2022/1/20, 152, 52, 4, 38, 
2022/1/21, 129, 45, 7, 43, 
2022/1/22, 102, 52, 11, 39, 
2022/1/23, 129, 57, 4, 35, 
2022/1/24, 151, 59, 7, 41, 
2022/1/25, 152, 44, 8, 34, 
2022/1/26, 102, 51, 14, 40, 
2022/1/27, 109, 39, 9, 33, 
2022/1/28, 85, 41, 10, 34, 
2022/1/29, 87, 40, 5, 39, 
2022/1/30, 91, 51, 20, 46, 
2022/1/31, 117, 10, 4, 44, 
2022/2/1, 21, 31, 24, 44, 
2022/2/2, 65, 37, 14, 50, 
2022/2/3, 80, 50, 9, 37, 
2022/2/4, 102, 58, 6, 38, 
2022/2/5, 137, 53, 7, 37, 
2022/2/6, 122, 32, 11, 29, 
2022/2/7, 85, 22, 15, 55, 
2022/2/8, 57, 25, 19, 50, 
2022/2/9, 59, 29, 22, 51, 
2022/2/10, 59, 26, 22, 43, 
2022/2/11, 59, 25, 27, 37, 
2022/2/12, 55, 19, 14, 35, 
2022/2/13, 50, 36, 19, 42, 
2022/2/14, 82, 28, 10, 39, 
2022/2/15, 82, 28, 7, 33, 
2022/2/16, 61, 37, 21, 40, 
2022/2/17, 78, 59, 17, 50, 
2022/2/18, 139, 65, , 38, 
2022/2/19, 155, 64, , 36, 
2022/2/20, 157, 18, 15, 40, 
2022/2/21, 46, 13, 30, 43, 
2022/2/22, 34, 29, 26, 48, 
2022/2/23, 72, 45, 18, 50, 
2022/2/24, 107, 27, 9, 42, 
2022/2/25, 63, 13, 25, 44, 
2022/2/26, 34, 17, 28, 35, 
2022/2/27, 46, 26, 27, 39, 
2022/2/28, 68, 20, 26, 32, 
2022/3/1, 59, 25, 26, 43, 
2022/3/2, 63, 30, 23, 52, 
2022/3/3, 70, 35, 24, 52, 
2022/3/4, 82, 24, 30, 48, 
2022/3/5, 59, 21, 24, 42, 
2022/3/6, 63, 30, 28, 40, 
2022/3/7, 78, 25, 22, 45, 
2022/3/8, 63, 25, 26, 44, 
2022/3/9, 70, 32, 23, 48, 
2022/3/10, 76, 34, 28, 49, 
2022/3/11, 76, 25, 31, 41, 
2022/3/12, 61, 21, 30, 39, 
2022/3/13, 59, 31, 35, 36, 
2022/3/14, 74, 41, 35, 48, 
2022/3/15, 93, 41, 27, 39, 
2022/3/16, 85, 49, 29, 38, 
2022/3/17, 99, 38, 25, 48, 
2022/3/18, 78, 32, 26, 37, 
2022/3/19, 72, 31, 34, 32, 
2022/3/20, 78, , 37, 31, 
2022/3/22, 74, 30, 38, 52, 
2022/3/23, 72, 31, 45, 44, 
2022/3/24, 68, 25, 42, 54, 
2022/3/25, 63, 28, 48, 53, 
2022/3/26, 70, 35, 48, 46, 
2022/3/27, 87, 39, 44, 32, 
2022/3/28, 91, 42, 45, 38, 
2022/3/29, 89, 40, 36, 35, 
2022/3/30, 65, 10, 20, 31, 
2022/3/31, 13, 10, 18, 33, 
2021/10/1, 38, 15, , 28, 
2021/10/2, 42, 17, , 23, 
2021/10/3, 42, 16, , 31, 
2021/10/4, 34, 10, , 28, 
2021/10/5, 17, 12, , 28, 
2021/10/6, 17, 11, , 31, 
2021/10/7, 30, 22, , 34, 
2021/10/8, 46, 25, , 44, 
2021/10/9, 57, 21, , 38, 
2021/10/10, 59, 22, , 37, 
2021/10/11, 53, 14, , 39, 
2021/10/12, 46, 17, , 42, 
2021/10/13, 53, 13, , 42, 
2021/10/14, 38, 19, , 48, 
2021/10/15, 55, 27, , 39, 
2021/10/16, 72, 19, , 44, 
2021/10/17, 59, 18, , 51, 
2021/10/18, 53, 24, , 43, 
2021/10/19, 63, 18, , 37, 
2021/10/20, 46, 24, , 34, 
2021/10/21, 55, 59, , 35, 
2021/10/22, 139, 50, , 37, 
2021/10/23, 109, 17, , 33, 
2021/10/24, 42, 20, , 38, 
2021/10/25, 53, 31, , 36, 
2021/10/26, 76, 31, , 44, 
2021/10/27, 80, 27, 19, 45, 
2021/10/28, 70, 39, 18, 50, 
2021/10/29, 91, 51, 17, 45, 
2021/10/30, 122, 61, 7, 30, 
2021/10/31, 154, 37, 9, 25, 
2021/11/1, 87, 12, 11, 35, 
2021/11/2, 17, 13, 8, 39, 
2021/11/3, 17, 11, 24, 39, 
2021/11/4, 25, 27, 9, 34, 
2021/11/5, 68, 25, 11, 33, 
2021/11/6, 70, 22, 17, 31, 
2021/11/7, 70, 20, 4, 29, 
2021/11/8, 63, 24, 5, 30, 
2021/11/9, 65, 32, 4, 29, 
2021/11/10, 68, 34, 7, 33, 
2021/11/11, 76, 29, 4, 50, 
2021/11/12, 65, 40, 4, 34, 
2021/11/13, 87, 16, 7, 40, 
2021/11/14, 50, 18, 7, 39, 
2021/11/15, 53, 33, 4, 40, 
2021/11/16, 85, 43, 6, 35, 
2021/11/17, 102, 49, 6, 38, 
2021/11/18, 112, 39, 7, 38, 
2021/11/19, 91, 31, 6, 32, 
2021/11/20, 78, 16, 3, 31, 
2021/11/21, 53, 11, 3, 33, 
2021/11/22, 34, 19, 5, 42, 
2021/11/23, 46, 19, 11, 48, 
2021/11/24, 53, 20, 3, 40, 
2021/11/25, 68, 15, 12, 46, 
2021/11/26, 38, 6, 19, 40, 
2021/11/27, 13, 4, 16, 38, 
2021/11/28, 13, 16, 15, 50, 
2021/11/29, 53, 17, 11, 54, 
2021/11/30, 55, 30, 3, 70, 
2021/12/1, 74, 31, 3, 40, 
2021/12/2, 87, 20, 7, 43, 
2021/12/3, 61, 24, 9, 38, 
2021/12/4, 65, 34, 9, 42, 
2021/12/5, 87, 36, 7, 48, 
2021/12/6, 91, 26, 11, 57, 
2021/12/7, 63, 26, 3, 44, 
2021/12/8, 74, 15, 5, 42, 
2021/12/10, 70, 24, 16, 48, 
2021/12/11, 61, 18, 18, 42, 
2021/12/12, 55, 27, 13, 56, 
2021/12/13, 59, 36, 5, 48, 
2021/12/14, 78, 52, 3, 48, 
2021/12/15, 114, 61, 3, 52, 
2021/12/16, 152, 45, 9, 50, 
2021/12/17, 95, 41, 3, 37, 
2021/12/18, 97, 31, 11, 49, 
2021/12/19, 82, 39, 3, 48, 
2021/12/20, 95, 50, 3, 34, 
2021/12/21, 114, 46, 3, 39, 
2021/12/22, 102, 40, 3, 36, 
2021/12/23, 91, 45, 4, 33, 
2021/12/24, 104, 53, 3, 33, 
2021/12/25, 142, 29, 3, 31, 
2021/12/26, 80, 36, 3, 31, 
2021/12/27, 89, 30, 3, 28, 
2021/12/28, 76, 33, 3, 29, 
2021/12/29, 74, 30, 3, 25, 
2021/12/30, 74, 33, 3, 27, 
2021/12/31, 85, 51, 3, 26, 
2022/1/1, 129, 29, 5, 36, 
2022/1/2, 76, , , , 
2021/7/1, 30, 19, 58, 30, 
2021/7/2, 42, 20, 59, 19, 
2021/7/3, 42, 17, 41, 17, 
2021/7/4, 50, 12, 49, 20, 
