date, pm25, pm10, o3, no2, co
2025/6/1, 38, 10, 37, 8, 
2025/6/2, 21, 12, 39, 20, 
2025/6/3, 21, 16, 43, 22, 
2025/6/4, 30, 21, 36, 24, 
2025/6/5, 38, 16, 38, 17, 
2025/6/6, 38, 16, 39, 13, 
2025/6/7, 34, 22, 46, 7, 
2025/6/8, 53, 30, , 22, 
2025/6/9, 63, 27, 62, 23, 
2025/6/10, 59, , 81, 26, 
2025/6/13, 63, 44, 83, 23, 
2025/6/14, 85, 30, 62, 14, 
2025/6/15, 63, 23, 42, 19, 
2025/6/16, 59, 17, 32, 24, 
2025/6/17, 25, 16, 48, 28, 
2025/6/18, 34, 22, , 24, 
2025/6/19, 50, , , , 
2025/5/1, 34, 20, 43, 17, 
2025/5/2, 34, 14, 40, 10, 
2025/5/3, 34, 12, 36, 13, 
2025/5/4, 17, 10, 22, 19, 
2025/5/5, 13, 16, 22, , 
2025/5/6, 30, 10, 22, , 
2025/5/7, 21, 13, 28, 33, 
2025/5/8, 30, 20, 27, 30, 
2025/5/9, 42, 15, 30, 30, 
2025/5/10, 34, 10, 33, 21, 
2025/5/11, 25, 15, 30, 28, 
2025/5/12, 21, 14, 32, 31, 
2025/5/13, 25, 17, 33, 29, 
2025/5/14, 30, 17, 37, 31, 
2025/5/15, 34, 10, 30, 19, 
2025/5/16, 17, 9, 32, 19, 
2025/5/17, 21, 10, , 10, 
2025/5/18, 21, 14, 30, 20, 
2025/5/19, 38, 18, 23, 28, 
2025/5/20, 25, 16, 31, 21, 
2025/5/21, 30, 7, 28, 21, 
2025/5/22, 13, 8, 31, 26, 
2025/5/23, 13, 8, 37, 15, 
2025/5/24, 25, 11, 47, 14, 
2025/5/25, 42, 15, 45, 21, 
2025/5/26, 38, 20, 29, 22, 
2025/5/27, 46, 14, 43, 19, 
2025/5/28, 38, 17, 47, 24, 
2025/5/29, 34, 15, 48, 21, 
2025/5/30, 30, 17, 50, 19, 
2025/5/31, 25, 16, 52, 13, 
2025/4/1, 46, 22, 20, 23, 
2025/4/2, 53, 22, 31, 37, 
2025/4/3, 57, 20, 34, 24, 
2025/4/4, 46, 16, 38, 29, 
2025/4/5, 38, 22, 32, 17, 
2025/4/6, 38, 20, 31, 28, 
2025/4/7, 46, 19, 32, 23, 
2025/4/8, 50, 24, 37, 23, 
2025/4/9, 59, 33, 40, 33, 
2025/4/10, 61, 19, 43, 21, 
2025/4/11, 38, 22, 34, 19, 
2025/4/12, 38, 10, 19, 14, 
2025/4/13, 13, 10, 15, 23, 
2025/4/14, 13, 17, 26, 27, 
2025/4/15, 17, 33, 21, 22, 
2025/4/16, 21, 15, 23, 26, 
2025/4/17, 13, 13, 26, 23, 
2025/4/18, 25, 10, 30, 14, 
2025/4/19, 25, 15, 29, 12, 
2025/4/20, 38, 13, 29, 15, 
2025/4/21, 25, 17, 34, 16, 
2025/4/22, 30, 17, 22, 17, 
2025/4/23, 25, 14, 32, 20, 
2025/4/24, 25, 7, 30, 13, 
2025/4/25, 17, 9, 27, 13, 
2025/4/26, 13, 15, 22, 17, 
2025/4/27, 34, 20, 32, 16, 
2025/4/28, 42, 20, 37, 20, 
2025/4/29, 42, 17, 39, 30, 
2025/4/30, 30, 13, 43, 11, 
2025/1/1, 85, 51, 3, 16, 
2025/1/2, 109, 59, 3, 12, 
2025/1/3, 147, 34, 5, 11, 
2025/1/4, 76, 49, 4, 9, 
2025/1/5, 112, 51, 9, 9, 
2025/1/6, 117, 30, 6, 9, 
2025/1/7, 65, 30, 3, 20, 
2025/1/8, 68, 20, 3, 20, 
2025/1/9, 59, 24, 10, 26, 
2025/1/10, 50, 28, 13, 27, 
2025/1/11, 53, 29, 16, 28, 
2025/1/12, 70, 30, 17, 31, 
2025/1/13, 65, 26, 16, 28, 
2025/1/14, 59, 31, 9, 31, 
2025/1/15, 65, 51, 3, 25, 
2025/1/16, 112, 30, 11, 28, 
2025/1/17, 65, 34, 9, 30, 
2025/1/18, 76, 30, 11, 28, 
2025/1/19, 70, 34, 3, 27, 
2025/1/20, 87, 41, 9, 25, 
2025/1/21, 78, 20, 3, 22, 
2025/1/22, 42, 23, 3, 17, 
2025/1/23, 38, 33, 6, 24, 
2025/1/24, 76, 37, 3, 19, 
2025/1/25, 76, 19, 9, 18, 
2025/1/26, 46, 14, 24, 17, 
2025/1/27, 13, 14, 30, 27, 
2025/1/28, 17, 17, 24, 33, 
2025/1/29, 25, 28, 12, 26, 
2025/1/30, 59, 36, 3, 24, 
2025/1/31, 89, 20, 9, 27, 
2025/2/1, 59, 34, 9, 18, 
2025/2/2, 80, 37, 12, 31, 
2025/2/3, 76, 30, 15, 30, 
2025/2/4, 65, 39, 17, 37, 
2025/2/5, 89, 43, 11, 34, 
2025/2/6, 97, 43, 8, 27, 
2025/2/7, 93, 50, 6, 30, 
2025/2/8, 119, 18, 17, 18, 
2025/2/9, 55, 28, 14, 27, 
2025/2/10, 63, 31, 8, 21, 
2025/2/11, 68, 23, 5, 23, 
2025/2/12, 68, 50, 3, 22, 
2025/2/13, 91, 16, 20, 24, 
2025/2/14, 42, 22, 24, 30, 
2025/2/15, 50, 23, 25, 25, 
2025/2/16, 59, 30, 19, 27, 
2025/2/17, 68, 37, 18, 30, 
2025/2/18, 72, 33, 17, 29, 
2025/2/19, 72, 49, 22, 43, 
2025/2/20, 97, 51, 19, 41, 
2025/2/21, 112, 54, 19, 28, 
2025/2/22, 117, 73, 18, 29, 
2025/2/23, 164, 74, 12, 29, 
2025/2/24, 163, 60, 13, 26, 
2025/2/25, 144, 13, , 26, 
2025/2/26, 38, 15, 19, 27, 
2025/2/27, 13, 32, 8, 27, 
2025/2/28, 63, 14, 19, 27, 
2025/3/1, 50, 24, 26, 28, 
2025/3/2, 61, 20, 28, 36, 
2025/3/3, 50, 27, 26, 39, 
2025/3/4, 63, 30, 24, 42, 
2025/3/5, 74, 30, 24, 32, 
2025/3/6, 72, 26, 23, 30, 
2025/3/7, 65, 26, 28, 43, 
2025/3/8, 63, 30, 19, 21, 
2025/3/9, 72, 26, 24, 26, 
2025/3/10, 57, 23, 26, 28, 
2025/3/11, 42, 9, 22, 36, 
2025/3/13, 13, 10, 21, 29, 
2025/3/14, 13, 14, 24, 24, 
2025/3/15, 21, 15, 32, 15, 
2025/3/16, 38, 19, 33, 20, 
2025/3/17, 46, , 32, 28, 
2025/3/19, 46, 27, 30, 31, 
2025/3/20, 59, 37, 22, 33, 
2025/3/21, 65, 25, 22, 22, 
2025/3/22, 59, 13, 30, 16, 
2025/3/23, 17, 15, 30, 25, 
2025/3/24, 13, 12, 30, 27, 
2025/3/25, 13, 20, 28, 28, 
2025/3/26, 38, 16, 24, 31, 
2025/3/27, 25, 18, 21, 31, 
2025/3/28, 21, 14, 22, 22, 
2025/3/29, 21, 14, 28, 23, 
2025/3/30, 21, 18, 24, 27, 
2025/3/31, 30, 22, 18, 29, 
2024/10/1, 38, 13, 25, 12, 
2024/10/2, 17, 5, 16, 9, 
2024/10/3, 13, 6, 17, 7, 
2024/10/4, 13, 7, 10, 7, 
2024/10/5, 21, 10, 12, 8, 
2024/10/6, 30, 21, 11, 9, 
2024/10/7, 53, 16, 8, 10, 
2024/10/8, 30, 13, 13, 9, 
2024/10/9, 13, 10, 23, 8, 
2024/10/10, 13, 16, 21, 11, 
2024/10/11, 25, 20, 17, 6, 
2024/10/12, 42, 18, 22, 10, 
2024/10/13, 46, 23, 12, 20, 
2024/10/14, 42, 35, 13, 14, 
2024/10/15, 70, 40, 8, 12, 
2024/10/16, 87, 30, 7, 10, 
2024/10/17, 50, 20, 5, 12, 
2024/10/18, 34, 14, 6, 9, 
2024/10/19, 30, 27, 11, 11, 
2024/10/20, 59, 48, 4, 12, 
2024/10/21, 76, 59, , 12, 
2024/10/22, 107, 29, , 16, 
2024/10/23, 63, 17, 5, 11, 
2024/10/24, 53, 21, 3, 8, 
2024/10/25, 57, 27, 3, 9, 
2024/10/26, 59, 29, 7, 7, 
2024/10/27, 53, 40, 8, 10, 
2024/10/28, 65, 32, 14, 16, 
2024/10/29, 61, 33, 15, 16, 
2024/10/30, 63, 33, 15, 13, 
2024/10/31, 63, 26, 22, 10, 
2024/11/1, 57, 20, 21, 10, 
2024/11/2, 42, 28, 11, 8, 
2024/11/3, 68, 30, 13, 11, 
2024/11/4, 68, 40, 9, 10, 
2024/11/5, 87, 36, 7, 9, 
2024/11/6, 82, 41, 6, 11, 
2024/11/7, 93, 41, 3, 17, 
2024/11/8, 104, 40, 12, 17, 
2024/11/9, 107, 27, 18, 21, 
2024/11/10, 76, 27, 14, 22, 
2024/11/11, 68, 36, 4, 19, 
2024/11/12, 82, 40, 15, 25, 
2024/11/13, 89, 24, 14, 21, 
2024/11/14, 59, 34, 10, 24, 
2024/11/15, 80, 50, 11, 24, 
2024/11/16, 114, 47, 7, 16, 
2024/11/17, 117, 58, 4, 22, 
2024/11/18, 147, 63, 3, 20, 
2024/11/19, 151, 30, 15, 19, 
2024/11/20, 53, 10, 14, 21, 
2024/11/21, 13, 14, 22, 15, 
2024/11/22, 38, 20, 26, 23, 
2024/11/23, 55, 31, 11, 19, 
2024/11/24, 78, 32, 11, 22, 
2024/11/25, 76, 48, 4, 18, 
2024/11/26, 99, 42, 8, 15, 
2024/11/27, 89, 28, 11, 20, 
2024/11/28, 46, 43, 4, 17, 
2024/11/29, 91, 40, 9, 17, 
2024/11/30, 91, 31, 14, 19, 
2024/12/1, 85, 24, 10, 23, 
2024/12/2, 63, 38, 3, 17, 
2024/12/3, 91, 29, 7, 17, 
2024/12/4, 80, 27, 11, 22, 
2024/12/5, 50, 25, 8, 19, 
2024/12/6, 59, 35, 5, 15, 
2024/12/7, 78, 5, 26, 12, 
2024/12/8, 13, 11, 22, 18, 
2024/12/9, 38, 18, 7, 14, 
2024/12/10, 57, 36, 4, 17, 
2024/12/11, 78, 35, 7, 18, 
2024/12/12, 72, 50, 3, 14, 
2024/12/13, 107, 26, 14, 18, 
2024/12/14, 63, 24, 4, 11, 
2024/12/15, 63, 40, 7, 21, 
2024/12/16, 63, 42, 3, 19, 
2024/12/17, 82, 49, 3, 20, 
2024/12/18, 91, 39, 3, 16, 
2024/12/19, 74, 9, 10, 16, 
2024/12/20, 17, 19, 12, 17, 
2024/12/21, 30, 26, 10, 15, 
2024/12/22, 61, 23, 17, 17, 
2024/12/23, 61, 17, 21, 16, 
2024/12/24, 38, 20, 16, 14, 
2024/12/25, 59, 30, 15, 15, 
2024/12/26, 76, 26, 13, 17, 
2024/12/27, 61, 18, 17, 18, 
2024/12/28, 42, 19, 17, 16, 
2024/12/29, 46, , , , 
2024/7/1, 25, 10, 39, 13, 
2024/7/2, 13, 13, 23, 17, 
2024/7/3, 25, 11, 44, 17, 
2024/7/4, 30, 13, 44, 16, 
2024/7/5, 34, 13, 37, 13, 
2024/7/6, 25, 21, 32, 12, 
2024/7/7, 46, 27, 39, 17, 
2024/7/8, 57, 28, 53, 18, 
2024/7/9, 50, 26, 68, 22, 
2024/7/10, 55, 21, 63, 18, 
2024/7/11, 46, 24, 54, 28, 
2024/7/12, 38, 19, 41, 28, 
2024/7/13, 34, 11, 47, 27, 
2024/7/14, 25, 19, 59, 32, 
2024/7/15, 21, 18, 59, 29, 
2024/7/16, 42, 19, 53, 30, 
2024/7/17, 42, 23, 70, 29, 
2024/7/18, 68, 22, 52, 26, 
2024/7/19, 55, 11, 45, 23, 
2024/7/20, 21, 12, 56, 23, 
2024/7/21, 25, 21, 42, 26, 
2024/7/22, 50, 20, 51, 22, 
2024/7/23, 42, 18, 51, 26, 
2024/7/24, 42, 16, 41, 23, 
2024/7/25, 34, 15, 48, 26, 
2024/7/26, 25, 18, 58, 23, 
2024/7/27, 42, 19, 59, 20, 
2024/7/28, 50, 20, 49, 24, 
2024/7/29, 38, 17, 48, 25, 
2024/7/30, 34, 20, 71, 22, 
2024/7/31, 34, 21, 75, 23, 
2024/8/1, 42, 22, 63, 20, 
2024/8/2, 38, 18, 42, 21, 
2024/8/3, 34, 11, 49, 20, 
2024/8/4, 25, 14, 51, 23, 
2024/8/5, 34, 18, 50, 27, 
2024/8/6, 42, 17, 55, 25, 
2024/8/7, 42, 15, 58, 26, 
2024/8/8, 34, 18, 69, 24, 
2024/8/9, 42, 17, 61, 26, 
2024/8/10, 50, 13, 59, 22, 
2024/8/11, 34, 14, 57, 21, 
2024/8/12, 34, 13, 54, 22, 
2024/8/13, 34, 15, 54, 22, 
2024/8/14, 34, 17, 41, 22, 
2024/8/15, 42, 18, 40, 20, 
2024/8/16, 46, 19, 37, 22, 
2024/8/17, 34, 14, 32, 18, 
2024/8/18, 17, 10, 12, 16, 
2024/8/19, 17, 13, 30, 7, 
2024/8/20, 17, 20, 51, 11, 
2024/8/21, 42, 21, 42, 7, 
2024/8/22, 50, 19, 49, 7, 
2024/8/23, 46, 14, 52, 6, 
2024/8/24, 38, 14, 48, 9, 
2024/8/25, 38, 20, 44, 12, 
2024/8/26, 50, 27, 31, 19, 
2024/8/27, 57, 21, 48, 11, 
2024/8/28, 55, 26, 61, 17, 
2024/8/29, 57, 26, 63, 17, 
2024/8/30, 57, 26, 61, 14, 
2024/8/31, 55, 22, 49, 9, 
2024/9/1, 50, 25, 47, 11, 
2024/9/2, 53, 20, 55, 11, 
2024/9/3, 50, 20, 43, 12, 
2024/9/4, 46, 18, 24, 13, 
2024/9/5, 25, 15, 36, 8, 
2024/9/6, 30, 15, 41, 9, 
2024/9/7, 25, 18, 24, 10, 
2024/9/8, 30, 13, 35, 21, 
2024/9/9, 21, 14, 40, 17, 
2024/9/10, 25, 13, 39, 12, 
2024/9/11, 25, 11, 18, 13, 
2024/9/12, 25, 5, 19, 12, 
2024/9/13, 17, 7, 28, 14, 
2024/9/14, 21, 10, 30, 19, 
2024/9/15, 30, 14, 31, 13, 
2024/9/16, 34, 10, 21, 12, 
2024/9/17, 21, 12, 11, 13, 
2024/9/18, 34, 19, 11, 11, 
2024/9/19, 46, 26, 19, 13, 
2024/9/20, 53, 22, 24, 15, 
2024/9/21, 46, 26, 26, 13, 
2024/9/22, 55, 26, 19, 11, 
2024/9/23, 57, 15, 19, 11, 
2024/9/24, 30, 12, 25, 14, 
2024/9/25, 21, 16, 29, 13, 
2024/9/26, 38, 12, 32, 7, 
2024/9/27, 21, 15, 30, 14, 
2024/9/28, 21, 9, 23, 6, 
2024/9/29, 21, 15, 21, 12, 
2024/9/30, 34, 20, 15, 11, 
2024/4/1, 60, 10, 34, 14, 
2024/4/2, 21, 13, 31, 28, 
2024/4/3, 34, 18, 32, 22, 
2024/4/4, 42, 20, 35, 22, 
2024/4/5, 42, 16, 35, 33, 
2024/4/6, 30, 12, 37, 20, 
2024/4/7, 25, 21, 33, 22, 
2024/4/8, 38, 31, 26, 23, 
2024/4/9, 59, 21, 24, 26, 
2024/4/10, 50, 20, 29, 25, 
2024/4/11, 42, 25, 40, 32, 
2024/4/12, 53, 21, 47, 28, 
2024/4/13, 55, 15, 46, 20, 
2024/4/14, 30, 11, 40, 21, 
2024/4/15, 21, 21, 35, 22, 
2024/4/16, 17, 16, 32, 23, 
2024/4/17, 13, 14, 29, 23, 
2024/4/18, 25, 11, 32, 24, 
2024/4/19, 30, 13, 32, 20, 
2024/4/20, 34, 8, 28, 17, 
2024/4/21, 21, 6, 21, 22, 
2024/4/22, 13, 8, 19, 29, 
2024/4/23, 17, 10, 22, 27, 
2024/4/24, 17, 8, 28, 19, 
2024/4/25, 13, 16, 28, 22, 
2024/4/26, 34, 25, 17, 22, 
2024/4/27, 57, 23, 31, 19, 
2024/4/28, 46, 28, 31, 30, 
2024/4/29, 46, 20, 39, 24, 
2024/4/30, 25, 16, 27, 17, 
2024/5/1, 17, 5, 35, 22, 
2024/5/2, 13, 6, 33, 22, 
2024/5/3, 13, 12, 30, 20, 
2024/5/4, 25, 10, 32, 14, 
2024/5/5, 25, 12, 28, 27, 
2024/5/6, 25, 13, 13, 25, 
2024/5/7, 25, 16, 32, 22, 
2024/5/8, 34, 16, 29, 17, 
2024/5/9, 42, 15, 41, 22, 
2024/5/10, 34, 14, 48, 17, 
2024/5/11, 34, 12, 41, 16, 
2024/5/12, 38, 15, 43, 27, 
2024/5/13, 30, 16, 32, 22, 
2024/5/14, 25, 22, 18, 17, 
2024/5/15, 30, 19, 18, 17, 
2024/5/16, 21, 11, 30, 21, 
2024/5/17, 21, 12, 37, 12, 
2024/5/18, 30, 21, 37, 13, 
2024/5/19, 46, 30, 25, 16, 
2024/5/20, 50, 13, 30, 15, 
2024/5/21, 13, 15, 22, 18, 
2024/5/22, 21, 14, 29, 17, 
2024/5/23, 25, 15, 30, 16, 
2024/5/24, 34, 16, 21, 12, 
2024/5/25, 34, 10, 41, 18, 
2024/5/26, 21, 12, 39, 15, 
2024/5/27, 21, 18, 34, 16, 
2024/5/28, 46, 15, 37, 16, 
2024/5/29, 30, 12, 33, 14, 
2024/5/30, 17, 7, 24, 13, 
2024/5/31, 13, 9, 37, 10, 
2024/6/1, 13, 12, 34, 12, 
2024/6/2, 30, 11, 37, 15, 
2024/6/3, 34, 13, 39, 18, 
2024/6/4, 30, 11, 43, 14, 
2024/6/5, 21, 16, 47, 17, 
2024/6/6, 30, 17, 46, 13, 
2024/6/7, 30, 19, 44, 12, 
2024/6/8, 34, 21, 29, 12, 
2024/6/9, 38, 16, 35, 15, 
2024/6/10, 17, 12, 37, 16, 
2024/6/11, 17, 17, 31, 17, 
2024/6/12, 38, 15, 28, 16, 
2024/6/13, 38, 14, 37, 11, 
2024/6/14, 34, 10, 40, 8, 
2024/6/15, 21, 8, 37, 7, 
2024/6/16, 21, 14, 53, 12, 
2024/6/17, 25, 19, 51, 12, 
2024/6/18, 30, 30, 40, 14, 
2024/6/19, 46, 44, 37, 20, 
2024/6/20, 53, 43, 38, 18, 
2024/6/21, 46, 20, 35, 17, 
2024/6/22, 21, 11, 32, 17, 
2024/6/23, 13, 12, 12, 18, 
2024/6/24, 21, , 26, 29, 
2024/6/27, 21, 20, 58, 17, 
2024/6/28, 46, 22, 51, 17, 
2024/6/29, 50, 14, 36, 12, 
2024/6/30, 25, 15, 33, 16, 
2024/1/1, 65, 22, 3, 18, 
2024/1/2, 61, 30, 6, 27, 
2024/1/3, 74, 30, 17, 34, 
2024/1/4, 70, 36, 16, 20, 
2024/1/5, 89, 4, 11, 14, 
2024/1/6, 17, 8, 15, 19, 
2024/1/7, 30, 20, 11, 20, 
2024/1/8, 50, 29, 15, 26, 
2024/1/9, 63, 32, 8, 23, 
2024/1/10, 82, 31, 14, 29, 
2024/1/11, 89, 30, 13, 30, 
2024/1/12, 76, 39, 9, 27, 
2024/1/13, 99, 37, 7, 24, 
2024/1/14, 99, 47, 4, 27, 
2024/1/15, 119, 56, 4, 28, 
2024/1/16, 142, 50, 4, 25, 
2024/1/17, 124, 30, 8, 30, 
2024/1/18, 68, 29, 15, 24, 
2024/1/19, 78, 24, 21, 31, 
2024/1/20, 61, 21, 18, 30, 
2024/1/21, 65, 31, 13, 35, 
2024/1/22, 76, 41, 13, 34, 
2024/1/23, 91, 46, 6, 33, 
2024/1/24, 89, 61, 4, 35, 
2024/1/25, 144, 63, 4, 33, 
2024/1/26, 154, 56, 4, 30, 
2024/1/27, 129, 42, 3, 23, 
2024/1/28, 109, 46, 3, 27, 
2024/1/29, 104, 47, 4, 33, 
2024/1/30, 107, 33, 13, 33, 
2024/1/31, 80, 33, 10, 33, 
2024/2/1, 76, 33, 15, 37, 
2024/2/2, 70, 33, 15, 35, 
2024/2/3, 57, 45, 16, 30, 
2024/2/4, 107, 55, 13, 34, 
2024/2/5, 122, 58, 7, 33, 
2024/2/6, 129, 40, 7, 34, 
2024/2/7, 76, 31, 14, 35, 
2024/2/8, 57, 20, 21, 33, 
2024/2/9, 21, 30, 19, 31, 
2024/2/10, 38, 28, 13, 22, 
2024/2/11, 46, 19, 17, 26, 
2024/2/12, 38, 37, 16, 29, 
2024/2/13, 85, 34, 15, 33, 
2024/2/14, 85, 40, 13, 33, 
2024/2/15, 95, 52, 13, 36, 
2024/2/16, 129, 63, 19, 38, 
2024/2/17, 157, 66, 22, 34, 
2024/2/18, 160, 62, 22, 38, 
2024/2/19, 157, 48, 21, 37, 
2024/2/20, 122, 22, 14, 38, 
2024/2/21, 63, 9, 28, 33, 
2024/2/22, 17, 7, 32, 26, 
2024/2/23, 13, 12, 24, 28, 
2024/2/24, 13, 8, 28, 33, 
2024/2/25, 13, 17, 18, 32, 
2024/2/26, 38, 16, 15, 27, 
2024/2/27, 50, 19, 13, 28, 
2024/2/28, 42, 26, 11, 22, 
2024/2/29, 59, 16, 17, 30, 
2024/3/1, 46, 15, 13, 26, 
2024/3/2, 30, 11, 22, 23, 
2024/3/3, 13, 10, 21, 23, 
2024/3/4, 34, 18, 25, 23, 
2024/3/5, 34, 13, 30, 29, 
2024/3/6, 46, 18, 25, 29, 
2024/3/7, 50, 20, 16, 22, 
2024/3/8, 55, 18, 16, 25, 
2024/3/9, 53, 10, 22, 23, 
2024/3/10, 17, 17, 24, 29, 
2024/3/11, 30, 11, 31, 33, 
2024/3/12, 30, , 19, 28, 
2024/3/14, 63, 18, 29, 26, 
2024/3/15, 34, 17, 30, 34, 
2024/3/16, 34, 20, 28, 22, 
2024/3/17, 42, 29, 23, 25, 
2024/3/18, 61, 33, 23, 24, 
2024/3/19, 74, 38, 21, 24, 
2024/3/20, 82, 29, 34, 22, 
2024/3/21, 72, 26, 30, 31, 
2024/3/22, 63, 10, 36, 14, 
2024/3/23, 17, 8, 34, 20, 
2024/3/24, 13, 11, 29, 27, 
2024/3/25, 17, 15, 17, 22, 
2024/3/26, 46, 12, 25, 21, 
2024/3/27, 25, 18, 18, 25, 
2024/3/28, 25, 41, 22, 22, 
2024/3/29, 53, 71, 19, 17, 
2024/3/30, 63, 87, 27, 18, 
2024/3/31, 85, 59, 28, 18, 
2023/10/1, 57, 27, 47, 35, 
2023/10/2, 57, 29, 48, 56, 
2023/10/3, 59, 26, 37, 26, 
2023/10/4, 55, 24, 32, 37, 
2023/10/5, 38, 26, 37, 35, 
2023/10/6, 55, 28, 45, 35, 
2023/10/7, 61, 24, 41, 34, 
2023/10/8, 57, 29, 32, 40, 
2023/10/9, 46, 34, 41, 42, 
2023/10/10, 61, 39, 37, 42, 
2023/10/11, 70, 38, 41, 41, 
2023/10/12, 68, 23, 39, 41, 
2023/10/13, 53, 20, 31, 29, 
2023/10/14, 30, 18, 30, 18, 
2023/10/15, 25, 12, 16, 22, 
2023/10/16, 21, 16, 18, 25, 
2023/10/17, 34, 17, 15, 25, 
2023/10/18, 50, 20, 5, 22, 
2023/10/19, 55, 22, 23, 26, 
2023/10/21, 13, 11, 27, 23, 
2023/10/22, 21, 17, 20, 29, 
2023/10/23, 42, 20, 11, 22, 
2023/10/24, 53, 17, 26, 24, 
2023/10/25, 34, 33, 18, 22, 
2023/10/26, 70, 11, 24, 17, 
2023/10/27, 17, 12, 29, 24, 
2023/10/28, 25, 21, 17, 24, 
2023/10/29, 53, 28, 15, 27, 
2023/10/30, 65, 12, 28, 16, 
2023/10/31, 25, 13, 18, 22, 
2023/11/1, 21, 5, 23, 22, 
2023/11/2, 13, 5, 25, 26, 
2023/11/3, 13, 7, 18, 24, 
2023/11/4, 13, 10, 18, 28, 
2023/11/5, 25, 22, 15, 31, 
2023/11/6, 57, 14, 28, 22, 
2023/11/7, 38, 26, 16, 30, 
2023/11/8, 65, 18, 17, 32, 
2023/11/9, 53, 20, 4, 25, 
2023/11/10, 59, 16, 12, 29, 
2023/11/11, 30, 29, 8, 28, 
2023/11/12, 76, 30, 7, 24, 
2023/11/13, 82, 40, 6, , 
2023/11/14, 97, 36, 5, , 
2023/11/15, 93, 20, 13, 32, 
2023/11/16, 59, 19, 15, 39, 
2023/11/17, 50, 12, 20, 34, 
2023/11/18, 38, 14, 18, 38, 
2023/11/19, 46, 33, 10, 34, 
2023/11/20, 85, 38, 5, 29, 
2023/11/21, 99, 24, 9, 33, 
2023/11/24, 63, 15, 22, 28, 
2023/11/25, 55, 4, 28, 32, 
2023/11/27, 63, 39, 8, 33, 
2023/11/28, 95, 31, 6, 35, 
2023/11/29, 76, 27, 3, 29, 
2023/11/30, 76, 44, 3, 28, 
2023/12/1, 82, 18, 31, 24, 
2023/12/2, 34, 15, 19, 29, 
2023/12/3, 34, 21, 5, 26, 
2023/12/4, 61, 22, 3, 26, 
2023/12/5, 74, 22, 13, 33, 
2023/12/6, 61, 24, 8, 33, 
2023/12/7, 55, 30, 3, 23, 
2023/12/8, 80, 32, 9, 24, 
2023/12/9, 82, 36, 12, 32, 
2023/12/10, 78, 35, 3, 23, 
2023/12/11, 78, 43, 3, 27, 
2023/12/12, 97, 42, 3, 22, 
2023/12/13, 104, 36, 3, 20, 
2023/12/14, 80, 37, 4, 24, 
2023/12/15, 80, 35, 6, 27, 
2023/12/16, 82, 27, 12, 25, 
2023/12/17, 76, 27, 9, 31, 
2023/12/18, 68, 18, 10, 33, 
2023/12/19, 30, 30, 3, 27, 
2023/12/20, 65, 25, 5, 27, 
2023/12/21, 55, 9, 28, 24, 
2023/12/22, 13, 19, 22, 30, 
2023/12/23, 30, 20, 25, 27, 
2023/12/24, 42, 30, 13, 27, 
2023/12/25, 65, 23, 14, 29, 
2023/12/26, 55, 25, 9, 23, 
2023/12/27, 59, 35, 7, 26, 
2023/12/28, 82, 38, 7, 25, 
2023/12/29, 89, 46, 3, 21, 
2023/12/30, 112, 44, 3, 19, 
2023/12/31, 109, 22, 9, 17, 
2023/7/1, 50, 10, 48, 12, 
2023/7/2, 30, 14, 42, 17, 
2023/7/3, 34, 10, 47, 23, 
2023/7/4, 30, 11, 36, 23, 
2023/7/5, 38, 16, 39, 23, 
2023/7/6, 38, 13, 45, 21, 
2023/7/7, 42, 16, 53, 21, 
2023/7/8, 46, 18, 66, 14, 
2023/7/9, 50, , 70, 21, 
2023/7/14, 34, 11, 47, 18, 
2023/7/15, 34, 14, 42, 15, 
2023/7/16, 42, 19, 50, 20, 
2023/7/17, 42, 21, 59, 19, 
2023/7/18, 46, , 49, 18, 
2023/7/19, 72, , 59, 42, 
2023/7/20, 38, , 44, 52, 
2023/7/21, 34, , 43, 31, 
2023/7/22, 30, 15, 48, 41, 
2023/7/23, 46, 24, 48, 41, 
2023/7/24, 55, 18, 41, 36, 
2023/7/25, 25, 12, 46, 41, 
2023/7/26, 30, 11, 47, 43, 
2023/7/27, 21, 16, 48, 38, 
2023/7/28, 38, 14, 42, 22, 
2023/7/29, 30, 11, 48, 21, 
2023/7/30, 21, 14, 49, 27, 
2023/7/31, 21, 14, 45, 25, 
2023/8/1, 30, 17, 42, 30, 
2023/8/2, 30, 16, 32, 28, 
2023/8/3, 25, 10, 34, 33, 
2023/8/4, 17, 5, 30, 30, 
2023/8/5, 13, 9, 42, 27, 
2023/8/6, 17, 10, 40, 30, 
2023/8/7, 30, 10, 44, 28, 
2023/8/8, 25, 14, 47, 28, 
2023/8/9, 38, 16, 52, 30, 
2023/8/10, 38, 16, 41, 27, 
2023/8/11, 34, 14, 55, 26, 
2023/8/12, 30, 15, 62, 19, 
2023/8/13, 34, 18, 45, 19, 
2023/8/14, 42, 18, 45, 21, 
2023/8/15, 46, 21, 55, 17, 
2023/8/16, 55, 22, 45, 17, 
2023/8/17, 57, 22, 61, 20, 
2023/8/18, 55, 22, 62, 20, 
2023/8/19, 53, 19, 46, 17, 
2023/8/20, 53, 22, 53, 28, 
2023/8/21, 55, 21, 64, 22, 
2023/8/22, 53, 20, 62, 21, 
2023/8/23, 42, 21, 51, 22, 
2023/8/24, 46, 20, 67, 20, 
2023/8/25, 46, 20, 53, 18, 
2023/8/26, 50, 20, 39, 20, 
