codice spira;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;sensor_key
1.8 1.18 6 1;280;1;spira;19;7866;35200;VIA GUGLIELMO MARCONI;100;15719;4000/343434;A;320;N;344;11.3374391221777;44.4965862496247;44.4965862496247, 11.3374391221777;381;280_1.8 1.18 6 1
1.82 1.13 8 1;658;1;spira;1082;5198;56100;VIA S.STEFANO;13196;13194;4000/343434;A;85;NO;39;11.3502248323425;44.4901106688309;44.4901106688309, 11.3502248323425;392;658_1.82 1.13 8 1
2.4 2.95 2 1;442;1;spira;537;191;52950;VIA SARAGOZZA;15985;4548;4000/343434;A;47;E;293;11.3179616324142;44.48884289735;44.48884289735, 11.3179616324142;494;442_2.4 2.95 2 1
2.10 1.11 4 1;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328674717615;44.494620361561;44.494620361561, 11.328674717615;400;262_2.10 1.11 4 1
2.19 2.19 4 1;361;1;spira;109;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;O;90;11.3156919816636;44.4975833129702;44.4975833129702, 11.3156919816636;425;361_2.19 2.19 4 1
2.26 2.25 4 1;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287461221671;44.5123626162894;44.5123626162894, 11.287461221671;451;182_2.26 2.25 4 1
2.30 2.30 6 1;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;11.3092167352814;44.5053085046798;44.5053085046798, 11.3092167352814;469;296_2.30 2.30 6 1
2.35 2.21 6 1;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;11.3268760258863;44.498954845287;44.498954845287, 11.3268760258863;483;284_2.35 2.21 6 1
2.37 2.93 6 1;199;1;spira;592;2486;52580;VIALE GAETANO SALVEMINI;8603;13850;4000/343434;A;32;NE;313;11.2794154459921;44.5035721582924;44.5035721582924, 11.2794154459921;489;199_2.37 2.93 6 1
2.85 2.85 2 1;521;1;spira;907;5128;52580;VIALE GAETANO SALVEMINI;4333;13140;4000/343434;A;33;SO;134;11.2747272958665;44.5006898545375;44.5006898545375, 11.2747272958665;514;521_2.85 2.85 2 1
3.18 0.127 4 1;227;1;spira;622;4034;27710;VIA ANTONIO GIURIOLO;10717;13044;4000/343434;A;213;O;70;11.3492381515612;44.5252762330901;44.5252762330901, 11.3492381515612;535;227_3.18 0.127 4 1
3.21 3.21 6 1;448;1;spira;637;3187;37100;VIA GIACOMO MATTEOTTI;10310;10365;4000/343434;A;260;N;350;11.3462085211734;44.5071637543744;44.5071637543744, 11.3462085211734;550;448_3.21 3.21 6 1
3.30 3.44 8 1;316;1;spira;156;4705;27910;VIA CESARE GNUDI;10594;10595;4000/343434;A;373;E;253;11.3570094707274;44.5095614286858;44.5095614286858, 11.3570094707274;580;316_3.30 3.44 8 1
3.40 3.39 6 1;472;1;spira;666;7044;20500;VIA S.DONATO;10566;14583;4000/343434;A;123;NE;301;11.372253998255;44.5055217014913;44.5055217014913, 11.372253998255;611;472_3.40 3.39 6 1
4.13 4.55 6 1;45;1;spira;252;2235;21350;VIA EMILIA LEVANTE;6736;6885;4000/343434;A;383;SE;244;11.383823997963;44.4799418683104;44.4799418683104, 11.383823997963;706;45_4.13 4.55 6 1
4.13 4.89 6 1;668;1;spira;1000;2236;6200;VIA BELLARIA;6736;6906;4000/343434;A;383;SE;209;11.3836137088963;44.4797825791667;44.4797825791667, 11.3836137088963;708;668_4.13 4.89 6 1
4.36 4.27 8 1;706;1;spira;1026;4312;58190;VIA TORINO;6691;5838;4000/343434;A;352;S;178;11.3775444623257;44.4729030573811;44.4729030573811, 11.3775444623257;780;706_4.36 4.27 8 1
4.90 4.89 4 1;518;1;spira;882;2101;32450;VIA LOMBARDIA;15654;6735;4000/343434;A;193;NE;301;11.3850637437303;44.47737930042;44.47737930042, 11.3850637437303;900;518_4.90 4.89 4 1
4.93 4.39 8 2;609;1;spira;945;1665;5500;VIA LAURA BASSI VERATTI;6437;6450;4000/343434;A;189;SO;156;11.368146989867;44.4842744795473;44.4842744795473, 11.368146989867;909;609_4.93 4.39 8 2
4.98 0.127 6 1;588;1;spira;899;2002;23230;VIA FIRENZE;6672;6716;4000/343434;A;176;N;352;11.385480982166;44.4693967343944;44.4693967343944, 11.385480982166;921;588_4.98 0.127 6 1
0.127 2.23 2 1;180;1;spira;572;2387;41450;VIA NORMANDIA;8518;8517;4000/343434;A;342;S;173;11.2637195524601;44.5218110859021;44.5218110859021, 11.2637195524601;45;180_0.127 2.23 2 1
0.127 2.32 10 1;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;11.3191042721411;44.5021139763231;44.5021139763231, 11.3191042721411;58;944_0.127 2.32 10 1
0.127 2.93 8 1;210;1;spira;605;2485;30670;VIA UGO LA MALFA;8447;13850;4000/343434;A;245;E;249;11.2808100253752;44.5049939199424;44.5049939199424, 11.2808100253752;101;210_0.127 2.93 8 1
0.127 3.16 8 1;819;1;spira;1161;7853;36280;VIA MARZIALE;10746;15705;4000/343434;A;257;E;255;11.352929545335892;44.5312623101294;44.5312623101294, 11.352929545335892;115;819_0.127 3.16 8 1
0.127 3.48 8 1;478;1;spira;673;9846;31000;VIA DEL LAVORO;17183;10503;4000/343434;A;138;SE;217;11.3598421054567;44.5047317055041;44.5047317055041, 11.3598421054567;166;478_0.127 3.48 8 1
0.127 3.92 4 1;414;1;spira;698;3799;41350;VIA S.NICOLO' DI VILLOLA;15792;15791;4000/343434;A;104;N;343;11.3892392160731;44.5176960007123;44.5176960007123, 11.3892392160731;215;414_0.127 3.92 4 1
0.127 4.5 4 1;54;1;spira;301;1919;4000;VIA AZZURRA;6554;6555;4000/343434;A;199;N;354;11.3740995757403;44.4931377999186;44.4931377999186, 11.3740995757403;283;54_0.127 4.5 4 1
0.127 4.47 2 1;258;1;spira;783;8260;60250;VIA VALLESCURA;16270;16644;4000/343434;A;50;N;323;11.3333481985727;44.4885755669289;44.4885755669289, 11.3333481985727;278;258_0.127 4.47 2 1
1.4 1.4 4 1;160;1;spira;505;4646;30400;VIA IRNERIO;15170;15168;4000/343434;A;318;O;80;11.3471054934818;44.5005935358197;44.5005935358197, 11.3471054934818;369;160_1.4 1.4 4 1
1.5 1.5 4 1;530;1;spira;510;3030;38600;VIA DEI MILLE;10278;10242;4000/343434;A;250;O;75;11.3441847244287;44.5013160433798;44.5013160433798, 11.3441847244287;373;530_1.5 1.5 4 1
1.10 3.7 6 2;686;1;spira;967;2909;30700;VIA DELLE LAME;10202;10200;4000/343434;A;147;NO;27;11.333447903251;44.5020728531246;44.5020728531246, 11.333447903251;346;686_1.10 3.7 6 2
1.17 1.82 8 1;538;1;spira;522;1458;29600;VIA GUERRAZZI;6111;6112;4000/343434;A;326;S;165;11.351582172542;44.4920624946021;44.4920624946021, 11.351582172542;358;538_1.17 1.82 8 1
2.4 2.3 6 1;104;1;spira;86;8234;52950;VIA SARAGOZZA;4547;16253;4000/343434;A;47;O;50;11.3156471560001;44.489298031335;44.489298031335, 11.3156471560001;493;104_2.4 2.3 6 1
2.10 2.21 6 1;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;11.3283987885526;44.494907669431;44.494907669431, 11.3283987885526;401;14_2.10 2.21 6 1
2.15 2.14 4 1;91;1;spira;70;9198;57980;VIALE PALMIRO TOGLIATTI;16955;8622;4000/343434;A;340;NO;68;11.291194838379;44.5048423150026;44.5048423150026, 11.291194838379;410;91_2.15 2.14 4 1
2.18 0.127 4 1;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;11.3087294098062;44.4991747026869;44.4991747026869, 11.3087294098062;418;171_2.18 0.127 4 1
2.35 1.9 2 1;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;11.3278724580295;44.4989805631524;44.4989805631524, 11.3278724580295;482;286_2.35 1.9 2 1
2.95 2.4 6 1;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;11.3208167613095;44.4896143680428;44.4896143680428, 11.3208167613095;518;623_2.95 2.4 6 1
3.4 3.5 2 2;313;1;spira;153;4628;63100;VIA FRANCESCO ZANARDI;14905;10225;4000/343434;A;152;SE;207;11.3311753655196;44.5056966384686;44.5056966384686, 11.3311753655196;609;313_3.4 3.5 2 2
3.7 3.8 8 1;390;1;spira;143;2965;46000;VIALE PIETRO PIETRAMELLARA;10232;10163;4000/343434;A;147;NE;307;11.3339450814165;44.5027935211513;44.5027935211513, 11.3339450814165;662;390_3.7 3.8 8 1
3.8 3.9 8 1;325;1;spira;165;2982;46000;VIALE PIETRO PIETRAMELLARA;10163;10231;4000/343434;A;146;NE;307;11.3352837495726;44.5034933840525;44.5034933840525, 11.3352837495726;666;325_3.8 3.9 8 1
3.10 3.11 2 1;99;1;spira;81;9054;6950;VIA GENUZIO BENTINI;16891;16890;4000/343434;A;70;S;201;11.3571671147782;44.5502827148231;44.5502827148231, 11.3571671147782;521;99_3.10 3.11 2 1
3.24 3.56 6 1;509;1;spira;839;3169;57500;VIA ALESSANDRO TIARINI;10352;10334;4000/343434;A;261;O;81;11.3421489791417;44.5087323907391;44.5087323907391, 11.3421489791417;559;509_3.24 3.56 6 1
3.31 3.30 4 2;271;1;spira;925;3490;40280;VIALE ALDO MORO;16625;16623;4000/343434;A;154;NO;39;11.3622381662523;44.5094148346948;44.5094148346948, 11.3622381662523;583;271_3.31 3.30 4 2
3.44 3.30 4 1;351;1;spira;194;3471;49750;VIALE DELLA REPUBBLICA;10601;10595;4000/343434;A;139;NO;36;11.3600058271619;44.5076158944822;44.5076158944822, 11.3600058271619;619;351_3.44 3.30 4 1
3.50 4.9 8 1;25;1;spira;271;4433;22900;VIALE QUIRICO FILOPANTI;16753;6503;4000/343434;A;128;S;186;11.3565484646688;44.4977828910658;44.4977828910658, 11.3565484646688;638;25_3.50 4.9 8 1
3.52 3.25 8 1;337;1;spira;178;10647;46000;VIALE PIETRO PIETRAMELLARA;10230;17479;4000/343434;A;143;E;258;11.3417436594088;44.5053500470034;44.5053500470034, 11.3417436594088;643;337_3.52 3.25 8 1
4.16 4.86 4 1;482;1;spira;730;1652;37700;VIA PIETRO MENGOLI;6436;6457;4000/343434;A;158;N;336;11.3692907200912;44.4857828065715;44.4857828065715, 11.3692907200912;720;482_4.16 4.86 4 1
4.31 4.29 6 1;129;1;spira;211;691;40450;VIA AUGUSTO MURRI;5871;5869;4000/343434;A;62;SE;210;11.3650719516748;44.4788109038563;44.4788109038563, 11.3650719516748;766;129_4.31 4.29 6 1
4.45 4.44 4 1;369;1;spira;119;8722;43950;VIALE ENRICO PANZACCHI;16668;16666;4000/343434;A;54;E;262;11.3446657559792;44.4857569454701;44.4857569454701, 11.3446657559792;814;369_4.45 4.44 4 1
4.49 4.65 6 2;872;1;spira;1213;1947;19250;VIA GIOVANNI PIER LUIGI DA PALESTRINA;6657;6661;4000/343434;A;177;SE;243;11.37916056713014;44.46611909194948;44.46611909194948, 11.37916056713014;825;872_4.49 4.65 6 2
4.65 0.127 8 1;667;1;spira;999;9216;1150;VIA ALBERTO MARIO;5534;16964;4000/343434;A;363;S;187;11.3794718518562;44.4626975810346;44.4626975810346, 11.3794718518562;849;667_4.65 0.127 8 1
4.72 4.72 2 1;715;1;spira;1036;435;58600;VIA TOSCANA;5543;5556;4000/343434;A;272;NE;319;11.366492405612;44.4538910808342;44.4538910808342, 11.366492405612;863;715_4.72 4.72 2 1
4.86 4.16 8 1;716;1;spira;1037;1655;37700;VIA PIETRO MENGOLI;6441;6439;4000/343434;A;208;S;158;11.3707371174361;44.4879762053163;44.4879762053163, 11.3707371174361;875;716_4.86 4.16 8 1
4.89 4.89 2 1;516;1;spira;880;2134;6200;VIA BELLARIA;6774;6735;4000/343434;A;193;NO;30;11.3856681029664;44.4772975443881;44.4772975443881, 11.3856681029664;891;516_4.89 4.89 2 1
4.94 4.40 8 1;606;1;spira;962;1643;36650;VIA ERNESTO MASI;6369;6448;4000/343434;A;188;SO;156;11.365501007835;44.4854154149198;44.4854154149198, 11.365501007835;913;606_4.94 4.40 8 1
3.37 0.127 8 1;679;1;spira;1054;5580;90060;TANGENZIALE SAN LAZZARO-CASALECCHIO;10869;13426;4000/343434;A;111;SE;217;11.3822567619047;44.5100156472253;44.5100156472253, 11.3822567619047;600;679_3.37 0.127 8 1
4.16 4.15 6 1;26;1;spira;263;8327;37300;VIA MAZZINI;6436;16317;4000/343434;A;158;E;244;11.3694071195436;44.4855032333141;44.4855032333141, 11.3694071195436;718;26_4.16 4.15 6 1
4.30 4.35 6 1;132;1;spira;217;713;42600;VIA DEGLI ORTI;5849;5873;4000/343434;A;183;SE;243;11.368950677832;44.4778405666346;44.4778405666346, 11.368950677832;764;132_4.30 4.35 6 1
4.72 0.127 8 1;786;1;spira;1130;425;2930;VIA ROBERTO ARDIGO';5552;5543;4000/343434;A;272;;55;11.3661446295513;44.4538121036031;44.4538121036031, 11.3661446295513;860;786_4.72 0.127 8 1
0.127 2.18 8 1;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;11.3086826273458;44.4990522268361;44.4990522268361, 11.3086826273458;34;95_0.127 2.18 8 1
0.127 2.85 8 1;207;1;spira;601;5130;14300;VIA CASTELDEBOLE;4323;13140;4000/343434;A;33;SE;153;11.2742969585656;44.5007662319624;44.5007662319624, 11.2742969585656;88;207_0.127 2.85 8 1
0.127 2.86 5 2;750;1;spira;1099;6761;52550;VIA DELLA SALUTE;14384;8523;4000/343434;A;274;S;158;11.2730700815265;44.5225167813175;44.5225167813175, 11.2730700815265;91;750_0.127 2.86 5 2
0.127 3.21 8 1;363;1;spira;112;3129;13500;VIA DE' CARRACCI;15762;10310;4000/343434;A;260;E;260;11.3458095970625;44.5069667610567;44.5069667610567, 11.3458095970625;126;363_0.127 3.21 8 1
0.127 3.51 4 1;965;1;spira;1259;8864;49150;VIA CAMILLO RANZANI;13927;16749;4000/343434;A;132;SO;128;11.356838;44.50114;44.50114, 11.356838;1016;965_0.127 3.51 4 1
1.9 0.127 6 1;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;11.3307270636654;44.4980414260355;44.4980414260355, 11.3307270636654;394;534_1.9 0.127 6 1
1.81 1.17 6 2;62;1;spira;312;1202;33350;STRADA MAGGIORE;6138;6137;4000/343434;A;325;SE;244;11.3507808619747;44.492571937379;44.492571937379, 11.3507808619747;389;62_1.81 1.17 6 2
2.33 0.127 6 1;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;11.3218017649932;44.5013661662167;44.5013661662167, 11.3218017649932;477;194_2.33 0.127 6 1
4.41 4.42 4 1;6;1;spira;285;1528;13150;VIALE GIOSUE' CARDUCCI;6352;6351;4000/343434;A;56;NE;319;11.3570871308025;44.4850088582394;44.4850088582394, 11.3570871308025;800;6_4.41 4.42 4 1
4.59 4.72 6 1;738;1;spira;988;8565;58600;VIA TOSCANA;5555;16485;4000/343434;A;379;SO;142;11.3683844587383;44.4553990864077;44.4553990864077, 11.3683844587383;843;738_4.59 4.72 6 1
0.127 3.11 8 1;217;1;spira;612;3933;2300;VIA S.ANNA;11074;11136;4000/343434;A;255;E;240;11.3564910207718;44.5479917700018;44.5479917700018, 11.3564910207718;107;217_0.127 3.11 8 1
0.127 3.16 2 1;18;1;spira;87;3609;17950;VIA DI CORTICELLA;10712;10746;4000/343434;A;257;S;158;11.3535080702076;44.5318258328801;44.5318258328801, 11.3535080702076;113;18_0.127 3.16 2 1
0.127 3.35 2 1;43;1;spira;250;3691;20500;VIA S.DONATO;15792;10881;4000/343434;A;116;SO;130;11.3896819820834;44.5146860793936;44.5146860793936, 11.3896819820834;146;43_0.127 3.35 2 1
0.127 3.59 6 1;766;1;spira;1119;11338;99999;NOME VIA DA ISTITUIRE;17680;17770;4000/343434;A;397;;173;11.3376014298106;44.5082261302936;44.5082261302936, 11.3376014298106;177;766_0.127 3.59 6 1
1.18 1.10 4 1;539;1;spira;523;2905;50550;VIA RIVA DI RENO;200;195;4000/343434;A;327;O;97;11.3382218715859;44.4990381830808;44.4990381830808, 11.3382218715859;360;539_1.18 1.10 4 1
2.24 2.23 4 1;83;1;spira;57;4901;35100;VIA MARCO EMILIO LEPIDO;13544;8531;4000/343434;A;7;O;70;11.2704898210543;44.5191124254838;44.5191124254838, 11.2704898210543;447;83_2.24 2.23 4 1
3.36 3.68 2 1;469;1;spira;663;3690;20500;VIA S.DONATO;10873;10614;4000/343434;A;114;SO;132;11.3856142325551;44.5122594888639;44.5122594888639, 11.3856142325551;599;469_3.36 3.68 2 1
4.6 0.127 8 1;53;1;spira;299;1827;1200;VIA PIETRO ALBERTONI;6493;6296;4000/343434;A;203;SO;154;11.364663308063;44.4918173619442;44.4918173619442, 11.364663308063;844;53_4.6 0.127 8 1
4.9 4.19 8 2;776;1;spira;1111;8884;21500;VIALE GIAN BATTISTA ERCOLANI;16759;16760;4000/343434;A;59;S;186;11.3574155925657;44.4902647888337;44.4902647888337, 11.3574155925657;897;776_4.9 4.19 8 2
4.65 4.98 6 1;640;1;spira;1063;4462;32510;VIA LUIGI LONGO;6638;6639;4000/343434;A;364;NE;314;11.3822234288978;44.4646604315862;44.4646604315862, 11.3822234288978;853;640_4.65 4.98 6 1
0.127 2.9 8 1;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;11.3181693906392;44.4952144648198;44.4952144648198, 11.3181693906392;100;165_0.127 2.9 8 1
0.127 2.10 8 1;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;11.3282993665462;44.4937079783006;44.4937079783006, 11.3282993665462;26;166_0.127 2.10 8 1
0.127 3.11 4 1;216;1;spira;611;3920;2300;VIA S.ANNA;11154;11136;4000/343434;A;255;O;78;11.357225268783;44.5478097680023;44.5478097680023, 11.357225268783;106;216_0.127 3.11 4 1
0.127 3.12 6 1;220;1;spira;615;3911;6950;VIA GENUZIO BENTINI;11125;11147;4000/343434;A;256;N;355;11.3560176841401;44.5442407722165;44.5442407722165, 11.3560176841401;109;220_0.127 3.12 6 1
0.127 3.13 10 1;928;3;spira;1164;3948;54580;VIA WILLIAM SHAKESPEARE;11132;11088;4000/343434;A;75;S;167;11.3634136081534;44.5483753441212;44.5483753441212, 11.3634136081534;111;928_0.127 3.13 10 1
0.127 3.46 6 1;966;1;SPIRA;1258;9188;20500;VIA SAN DONATO;10472;15537;4000/343434;A;135;NE;310;11.362009;44.5023708;44.5023708, 11.362009;1015;966_0.127 3.46 6 1
0.127 3.68 8 1;689;1;spira;970;3511;11050;VIA CADRIANO;15789;10614;4000/343434;A;376;SE;212;11.3843125636287;44.511614751714;44.511614751714, 11.3843125636287;182;689_0.127 3.68 8 1
0.127 4.14 2 1;584;1;spira;887;2125;26130;VIA GENOVA;6836;6714;4000/343434;A;175;NO;52;11.3891894067767;44.4749457962775;44.4749457962775, 11.3891894067767;235;584_0.127 4.14 2 1
0.127 4.46 6 1;367;1;spira;117;770;3750;VIA D'AZEGLIO;5922;5916;4000/343434;A;53;S;179;11.3395889801473;44.4868525713782;44.4868525713782, 11.3395889801473;275;367_0.127 4.46 6 1
0.127 4.98 2 1;656;1;spira;1080;2002;23230;VIA FIRENZE;6716;6672;4000/343434;A;176;S;172;11.3854132162291;44.4694018980083;44.4694018980083, 11.3854132162291;338;656_0.127 4.98 2 1
1.10 3.7 6 1;386;1;spira;138;2921;30700;VIA DELLE LAME;192;190;4000/343434;A;321;NO;21;11.3355331653889;44.4987730185279;44.4987730185279, 11.3355331653889;345;386_1.10 3.7 6 1
2.27 0.127 6 1;185;1;spira;577;6885;59350;VIA DEL TRIUMVIRATO;8592;14472;4000/343434;A;13;N;345;11.2908786977841;44.5112233857738;44.5112233857738, 11.2908786977841;453;185_2.27 0.127 6 1
2.33 2.32 4 1;289;1;spira;29;2710;52400;VIA AURELIO SAFFI;8839;8823;4000/343434;A;19;O;66;11.3215278109756;44.5012925294941;44.5012925294941, 11.3215278109756;478;289_2.33 2.32 4 1
3.28 3.29 2 1;458;1;spira;650;3637;55950;VIA STALINGRADO;10768;10590;4000/343434;A;100;S;157;11.3600342645556;44.5171898450148;44.5171898450148, 11.3600342645556;569;458_3.28 3.29 2 1
3.86 3.28 8 2;894;1;spira;1230;3625;14150;VIA GIOVANNI CASONI;10776;10767;4000/343434;A;102;E;251;11.3564467678008;44.5184871281721;44.5184871281721, 11.3564467678008;674;894_3.86 3.28 8 2
4.31 4.39 4 1;130;1;spira;212;5270;5500;VIA LAURA BASSI VERATTI;13249;6388;4000/343434;A;62;NE;336;11.365165730682;44.4796678794742;44.4796678794742, 11.365165730682;769;130_4.31 4.39 4 1
4.32 4.33 2 1;120;1;spira;449;7494;40450;VIA AUGUSTO MURRI;6326;15068;4000/343434;A;61;NO;57;11.3608448141484;44.4816763128599;44.4816763128599, 11.3608448141484;771;120_4.32 4.33 2 1
0.127 3.36 10 1;931;2;spira;1057;4771;20500;VIA S.DONATO;10881;10873;4000/343434;A;114;SO;134;11.3865568303511;44.5128103373443;44.5128103373443, 11.3865568303511;149;931_0.127 3.36 10 1
0.127 4.49 4 1;871;1;spira;1212;1948;5650;VIA DELLA BATTAGLIA;6658;6657;4000/343434;A;177;NE;317;11.378715293015352;44.46597701033041;44.46597701033041, 11.378715293015352;280;871_0.127 4.49 4 1
2.33 2.34 8 4;193;1;spira;586;2712;52400;VIA AURELIO SAFFI;8839;8832;4000/343434;A;19;E;245;11.3219803167731;44.5010599568195;44.5010599568195, 11.3219803167731;479;193_2.33 2.34 8 4
3.19 3.17 6 1;2;1;spira;924;4732;17950;VIA DI CORTICELLA;10402;10666;4000/343434;A;214;N;319;11.3478142955889;44.5169889067772;44.5169889067772, 11.3478142955889;538;2_3.19 3.17 6 1
0.127 2.1 5 2;743;1;spira;1092;8200;56450;VIA DON LUIGI STURZO;16227;16226;4000/343434;A;332;;35;11.2960240368206;44.488032201248;44.488032201248, 11.2960240368206;23;743_0.127 2.1 5 2
0.127 4.71 8 1;836;1;spira;1169;4422;4000;VIA AZZURRA;6463;6464;4000/343434;A;207;N;355;11.3732187852358;44.4871864364709;44.4871864364709, 11.3732187852358;302;836_0.127 4.71 8 1
0.127 4.82 6 1;546;1;spira;790;9114;32180;VIALE ABRAMO LINCOLN;16925;6690;4000/343434;A;194;E;243;11.3926191378351;44.4810066038108;44.4810066038108, 11.3926191378351;317;546_0.127 4.82 6 1
4.14 4.12 4 1;705;1;spira;1025;2097;3300;VIA ARNO;6714;15817;4000/343434;A;175;N;334;11.3892299364847;44.4753249700388;44.4753249700388, 11.3892299364847;711;705_4.14 4.12 4 1
0.127 2.15 6 1;167;1;spira;556;2540;20000;VIA FILIPPO DE PISIS;8627;8622;4000/343434;A;340;N;340;11.2914993892691;44.504281188302;44.504281188302, 11.2914993892691;31;167_0.127 2.15 6 1
0.127 2.85 6 1;208;1;spira;602;5129;52580;VIALE GAETANO SALVEMINI;4322;13140;4000/343434;A;33;NE;1;11.2743324573268;44.499841551759;44.499841551759, 11.2743324573268;87;208_0.127 2.85 6 1
0.127 3.83 6 1;850;1;spira;1191;6002;63100;VIA FRANCESCO ZANARDI;8948;13784;4000/343434;A;64;NO;43;11.320009691202626;44.522613111533786;44.522613111533786, 11.320009691202626;191;850_0.127 3.83 6 1
0.127 4.70 8 1;859;1;spira;1200;2352;22320;VIALE FELSINA;6927;6889;4000/343434;A;197;SE;248;11.387584944990888;44.48873049007238;44.48873049007238, 11.387584944990888;300;859_0.127 4.70 8 1
2.6 2.10 6 1;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;11.3295725650354;44.4912436304454;44.4912436304454, 11.3295725650354;499;592_2.6 2.10 6 1
3.46 3.49 2 1;128;1;spira;210;9188;20500;VIA S.DONATO;10472;15537;4000/343434;A;135;SO;130;11.3619295394478;44.5023395686837;44.5023395686837, 11.3619295394478;626;128_3.46 3.49 2 1
4.48 4.2 6 1;542;1;spira;785;2293;36800;VIA GIUSEPPE MASSARENTI;6966;6976;4000/343434;A;271;E;263;11.3826176171504;44.4934777662392;44.4934777662392, 11.3826176171504;822;542_4.48 4.2 6 1
2.38 3.7 8 1;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330518010785;44.5010668033697;44.5010668033697, 11.330518010785;491;72_2.38 3.7 8 1
4.46 0.127 6 1;255;1;spira;779;758;34200;VIA S.MAMOLO;16642;5927;4000/343434;A;53;S;178;11.3394786003338;44.4861244548773;44.4861244548773, 11.3394786003338;816;255_4.46 0.127 6 1
1.10 1.18 8 1;387;1;spira;139;9524;50550;VIA RIVA DI RENO;17074;195;4000/343434;A;321;NE;286;11.3361015838849;44.4985433372994;44.4985433372994, 11.3361015838849;342;387_1.10 1.18 8 1
2.6 4.47 4 1;20;1;spira;90;8620;1350;VIALE ANTONIO ALDINI;16662;16521;4000/343434;A;49;SE;250;11.3297300781334;44.4900319161705;44.4900319161705, 11.3297300781334;501;20_2.6 4.47 4 1
4.2 4.48 2 1;795;1;spira;1140;8142;36800;VIA GIUSEPPE MASSARENTI;6977;16190;4000/343434;A;400;;85;11.3839612377107;44.493397393192;44.493397393192, 11.3839612377107;733;795_4.2 4.48 2 1
1.9 1.10 8 1;630;1;spira;1002;961;50550;VIA RIVA DI RENO;13540;13570;4000/343434;A;294;NE;305;11.331481319828;44.4980639850571;44.4980639850571, 11.331481319828;396;630_1.9 1.10 8 1
3.9 0.127 6 1;319;1;spira;159;7704;10000;VIA PAOLO BOVI CAMPEGGI;15486;16716;4000/343434;A;144;O;79;11.3370712758788;44.5051651583591;44.5051651583591, 11.3370712758788;679;319_3.9 0.127 6 1
1.9 1.10 8 2;267;1;spira;920;2889;50550;VIA RIVA DI RENO;191;193;4000/343434;A;321;E;296;11.3355035956399;44.4983502636748;44.4983502636748, 11.3355035956399;397;267_1.9 1.10 8 2
1.10 1.9 4 1;631;1;spira;1003;2888;50550;VIA RIVA DI RENO;192;191;4000/343434;A;321;O;115;11.3352662215662;44.4986402189515;44.4986402189515, 11.3352662215662;343;631_1.10 1.9 4 1
2.4 0.127 2 1;440;1;spira;535;4201;13900;VIA DI CASAGLIA;4542;15514;4000/343434;A;47;SO;122;11.3162217985906;44.4887527933422;44.4887527933422, 11.3162217985906;492;440_2.4 0.127 2 1
2.31 2.32 8 1;292;1;spira;32;2700;21400;VIA EMILIA PONENTE;15769;8808;4000/343434;A;301;SE;245;11.315609591241;44.5033097580172;44.5033097580172, 11.315609591241;473;292_2.31 2.32 8 1
0.127 3.40 8 1;142;1;spira;228;3431;22500;VIA EDOARDO FERRAVILLA;10565;10566;4000/343434;A;123;SE;215;11.3718137894667;44.5056786326755;44.5056786326755, 11.3718137894667;159;142_0.127 3.40 8 1
0.127 2.30 2 1;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;11.3094463610492;44.5059291474411;44.5059291474411, 11.3094463610492;52;294_0.127 2.30 2 1
3.50 3.49 6 1;106;1;spira;273;7021;20500;VIA S.DONATO;10459;14569;4000/343434;A;128;NE;300;11.357045695142;44.498719485661;44.498719485661, 11.357045695142;636;106_3.50 3.49 6 1
