codice spira;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;sensor_key
4.82 4.12 8 2;604;1;spira;940;2271;20950;VIA DUE MADONNE;6690;6781;4000/343434;A;194;S;157;11.3927058848234;44.4806768579066;44.4806768579066, 11.3927058848234;870;604_4.82 4.12 8 2
4.86 0.127 4 1;552;1;spira;797;1855;37700;VIA PIETRO MENGOLI;6568;6566;4000/343434;A;208;N;336;11.3715363311425;44.4891374009068;44.4891374009068, 11.3715363311425;874;552_4.86 0.127 4 1
4.87 4.17 8 2;876;1;spira;1217;1839;43450;VIA PELAGIO PALAGI;6454;6365;4000/343434;A;201;S;185;11.366171516279632;44.489052109413294;44.489052109413294, 11.366171516279632;879;876_4.87 4.17 8 2
4.88 4.86 6 2;864;1;spira;1205;1840;46600;VIA CARLO ALBERTO PIZZARDI;6563;6562;4000/343434;P;202;SE;246;11.36642615151493;44.49063628895752;44.49063628895752, 11.36642615151493;884;864_4.88 4.86 6 2
4.89 4.14 6 1;587;1;spira;895;4473;6200;VIA BELLARIA;6774;6775;4000/343434;A;193;SE;233;11.3866991107286;44.476314176524;44.476314176524, 11.3866991107286;888;587_4.89 4.14 6 1
4.89 4.89 6 1;517;1;spira;881;2134;6200;VIA BELLARIA;6735;6774;4000/343434;A;193;SE;210;11.3856177377172;44.4771766083559;44.4771766083559, 11.3856177377172;892;517_4.89 4.89 6 1
4.92 4.93 2 1;566;1;spira;814;1615;1100;VIA LEANDRO ALBERTI;6377;6405;4000/343434;A;190;O;64;11.371582027537;44.4832519955576;44.4832519955576, 11.371582027537;907;566_4.92 4.93 2 1
4.93 4.16 4 1;567;1;spira;815;1701;5500;VIA LAURA BASSI VERATTI;6437;6436;4000/343434;A;189;N;337;11.3685452056693;44.4847008295398;44.4847008295398, 11.3685452056693;908;567_4.93 4.16 4 1
4.94 4.17 4 1;570;1;spira;819;1702;36650;VIA ERNESTO MASI;6369;6435;4000/343434;A;188;N;336;11.3657667490997;44.4856625065948;44.4856625065948, 11.3657667490997;912;570_4.94 4.17 4 1
0.127 1.1 6 1;154;1;spira;498;3312;19900;VIA G.BATTISTA DE ROLANDIS;10464;10461;4000/343434;A;310;N;342;11.3541657967424;44.4985349106485;44.4985349106485, 11.3541657967424;1;154_0.127 1.1 6 1
0.127 1.12 8 1;670;1;spira;1045;1016;5900;VIA CESARE BATTISTI;21;84;4000/343434;A;316;N;350;11.338970003537;44.4952505129043;44.4952505129043, 11.338970003537;2;670_0.127 1.12 8 1
0.127 1.15 2 1;381;1;spira;132;1064;25800;VIA GARIBALDI;13525;6054;4000/343434;A;324;N;347;11.3433581064329;44.4895074220971;44.4895074220971, 11.3433581064329;6;381_0.127 1.15 2 1
0.127 1.17 4 1;61;1;spira;310;1187;9600;VIA BORGONUOVO;6135;6137;4000/343434;A;325;NE;333;11.3509026754331;44.4923692879684;44.4923692879684, 11.3509026754331;10;61_0.127 1.17 4 1
0.127 1.18 1 1;613;1;spira;947;2904;35200;VIA GUGLIELMO MARCONI;14137;200;4000/343434;A;327;S;163;11.338564528943;44.4992226472054;44.4992226472054, 11.338564528943;11;613_0.127 1.18 1 1
0.127 2.1 6 2;744;1;spira;1093;22;32250;VIA LIPPO DI DALMASIO;4396;4395;4000/343434;A;331;;28;11.2979800254069;44.4886989993267;44.4886989993267, 11.2979800254069;24;744_0.127 2.1 6 2
0.127 2.4 6 1;439;1;spira;534;4201;13900;VIA DI CASAGLIA;15514;4542;4000/343434;A;47;NE;305;11.3161392287723;44.4886841181875;44.4886841181875, 11.3161392287723;68;439_0.127 2.4 6 1
0.127 2.7 8 1;593;1;spira;542;129;52930;VIA GIUSEPPE SARAGAT;4468;15506;4000/343434;A;36;NE;320;11.2956351356675;44.4942177702261;44.4942177702261, 11.2956351356675;77;593_0.127 2.7 8 1
0.127 2.7 10 1;939;2;spira;1095;3987;4850;VIA DELLA BARCA;4463;15506;4000/343434;A;36;SE;240;11.2957419645638;44.4944414675276;44.4944414675276, 11.2957419645638;78;939_0.127 2.7 10 1
0.127 2.8 2 1;598;1;spira;547;7771;15900;VIA DELLA CERTOSA;15580;4571;4000/343434;A;38;S;188;11.3107691508301;44.4943445847633;44.4943445847633, 11.3107691508301;82;598_0.127 2.8 2 1
0.127 2.8 4 1;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;11.3112243441924;44.494098107005;44.494098107005, 11.3112243441924;83;597_0.127 2.8 4 1
0.127 2.18 6 1;170;1;spira;561;10272;62160;LARGO VITTIME LAGER NAZISTI;17338;4568;4000/343434;A;25;NE;309;11.3093473331418;44.4985350861187;44.4985350861187, 11.3093473331418;33;170_0.127 2.18 6 1
0.127 2.18 7 1;760;1;spira;1149;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;11.3093607306913;44.4988800407248;44.4988800407248, 11.3093607306913;35;760_0.127 2.18 7 1
0.127 2.20 6 1;179;1;spira;571;9673;29650;VIA OLINDO GUERRINI;4693;17116;4000/343434;A;23;N;356;11.3210136983984;44.496984735039;44.496984735039, 11.3210136983984;41;179_0.127 2.20 6 1
0.127 2.22 8 1;840;1;spira;1181;2503;7950;VIA NINO BERTOCCHI;4504;4502;4000/343434;A;35;E;263;11.295488165952865;44.49972268117134;44.49972268117134, 11.295488165952865;44;840_0.127 2.22 8 1
0.127 2.24 2 1;81;1;spira;54;2429;52550;VIA DELLA SALUTE;15655;13544;4000/343434;A;7;S;160;11.2709223125334;44.5192073884585;44.5192073884585, 11.2709223125334;46;81_0.127 2.24 2 1
0.127 2.25 6 1;181;1;spira;573;10614;11120;VIA CADUTI DI AMOLA;17465;14395;4000/343434;A;11;N;334;11.2810756608578;44.5150498081192;44.5150498081192, 11.2810756608578;48;181_0.127 2.25 6 1
0.127 2.31 2 1;192;1;spira;584;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;11.3156346572437;44.5039426162009;44.5039426162009, 11.3156346572437;55;192_0.127 2.31 2 1
0.127 2.37 8 1;198;1;spira;591;2467;24900;VIA GALEAZZA;8451;8604;4000/343434;A;32;E;248;11.2777922005264;44.5030426480639;44.5030426480639, 11.2777922005264;63;198_0.127 2.37 8 1
0.127 2.38 6 1;74;1;spira;328;2885;11800;VIA LUIGI CALORI;10175;10177;4000/343434;A;151;O;85;11.3307404153447;44.5006446666916;44.5006446666916, 11.3307404153447;64;74_0.127 2.38 6 1
0.127 2.39 2 1;512;1;spira;849;103;54980;VIA SIMONE DEI CROCEFISSI;4470;4376;4000/343434;A;309;S;203;11.2891863151386;44.4902219735737;44.4902219735737, 11.2891863151386;65;512_0.127 2.39 2 1
0.127 2.84 8 1;827;1;spira;1174;10096;59350;VIA DEL TRIUMVIRATO;8901;8903;4000/343434;A;31;N;347;11.2945389097704;44.5206240690645;44.5206240690645, 11.2945389097704;86;827_0.127 2.84 8 1
0.127 2.86 4 1;523;1;spira;909;2424;8300;VIA DOMENICO BIANCOLELLI;8564;8523;4000/343434;A;274;O;74;11.2731495777101;44.5224025198152;44.5224025198152, 11.2731495777101;90;523_0.127 2.86 4 1
0.127 2.88 10 3;946;2;spira;1185;9116;950;VIA ALBERELLI;8507;16926;4000/343434;A;5;S;157;11.254560611287804;44.52465740065471;44.52465740065471, 11.254560611287804;97;946_0.127 2.88 10 3
0.127 3.2 2 1;892;1;spira;1224;4657;24780;VIA JURIJ ALEKSEEVIC GAGARIN;16612;8750;4000/343434;A;209;E;268;11.3307932786079;44.5170616340072;44.5170616340072, 11.3307932786079;122;892_0.127 3.2 2 1
0.127 3.3 8 2;755;1;spira;1087;4914;63100;VIA FRANCESCO ZANARDI;8749;16605;4000/343434;A;280;E;305;11.3276945966764;44.5116584913101;44.5116584913101, 11.3276945966764;139;755_0.127 3.3 8 2
0.127 3.4 10 1;927;2;spira;1223;3132;63100;VIA FRANCESCO ZANARDI;8749;10156;4000/343434;A;212;SE;235;11.3292117871833;44.5091577384884;44.5091577384884, 11.3292117871833;157;927_0.127 3.4 10 1
0.127 3.8 6 1;214;1;spira;609;4630;38800;VIA DON GIOVANNI MINZONI;10208;10163;4000/343434;A;146;O;76;11.335322475296;44.5031859752796;44.5031859752796, 11.335322475296;186;214_0.127 3.8 6 1
0.127 3.9 2 1;780;1;spira;1124;8849;10000;VIA PAOLO BOVI CAMPEGGI;16716;16733;4000/343434;A;144;;249;11.3371420330943;44.5050913042932;44.5050913042932, 11.3371420330943;102;780_0.127 3.9 2 1
0.127 3.10 8 1;580;1;spira;830;4830;6950;VIA GENUZIO BENTINI;16896;15938;4000/343434;A;70;SE;217;11.35661650307;44.5509701020828;44.5509701020828, 11.35661650307;105;580_0.127 3.10 8 1
0.127 3.19 4 1;232;1;spira;628;3282;32400;VIA ALFONSO LOMBARDI;10433;10402;4000/343434;A;214;O;90;11.3480384696036;44.5164865148139;44.5164865148139, 11.3480384696036;120;232_0.127 3.19 4 1
0.127 3.23 8 1;452;1;spira;642;3154;57550;VIA PELLEGRINO TIBALDI;10371;10370;4000/343434;A;217;E;261;11.3428167897826;44.5115679226883;44.5115679226883, 11.3428167897826;129;452_0.127 3.23 8 1
0.127 3.24 8 1;453;1;spira;644;3293;63050;VIA DOMENICO ZAMPIERI;10335;10349;4000/343434;A;261;E;261;11.3422862651949;44.5094758431009;44.5094758431009, 11.3422862651949;131;453_0.127 3.24 8 1
0.127 3.27 10 1;929;2;spira;1170;10664;55950;VIA STALINGRADO;10802;17485;4000/343434;A;87;NO;1;11.3668856561538;44.5292565603172;44.5292565603172, 11.3668856561538;135;929_0.127 3.27 10 1
0.127 3.29 4 1;460;1;spira;652;9284;18150;PIAZZA DELLA COSTITUZIONE;15469;10592;4000/343434;A;148;O;72;11.3584959566497;44.5126380920892;44.5126380920892, 11.3584959566497;136;460_0.127 3.29 4 1
0.127 3.29 10 1;930;2;spira;1013;3637;55950;VIA STALINGRADO;10768;10590;4000/343434;A;100;SO;157;11.3598316939316;44.5166754036432;44.5166754036432, 11.3598316939316;138;930_0.127 3.29 10 1
0.127 3.33 10 1;919;2;spira;1100;3083;36750;VIALE ANGELO MASINI;10330;16745;4000/343434;A;133;SE;242;11.3522004383547;44.5024117698549;44.5024117698549, 11.3522004383547;143;919_0.127 3.33 10 1
0.127 3.37 3 1;678;1;spira;1053;3685;46100;VIA DEL PILASTRO;10863;10878;4000/343434;A;111;NO;43;11.3832418661581;44.5103432908903;44.5103432908903, 11.3832418661581;150;678_0.127 3.37 3 1
0.127 3.46 10 1;934;2;spira;206;4682;20500;VIA S.DONATO;10473;10472;4000/343434;A;134;SO;128;11.363747753325;44.503327968489;44.503327968489, 11.363747753325;163;934_0.127 3.46 10 1
0.127 3.52 4 1;395;1;spira;678;8983;8800;VIA CESARE BOLDRINI;16816;10229;4000/343434;A;143;O;80;11.3413820511251;44.5044936353516;44.5044936353516, 11.3413820511251;170;395_0.127 3.52 4 1
0.127 3.59 4 1;765;1;spira;1118;11603;13500;VIA DE' CARRACCI;14531;17891;4000/343434;A;397;;81;11.3377666997372;44.5080725926701;44.5080725926701, 11.3377666997372;176;765_0.127 3.59 4 1
0.127 3.83 4 1;849;1;spira;1190;5983;10950;VIA DELLA CA' BIANCA;8948;13762;4000/343434;A;64;SO;140;11.320000166568722;44.522988037178486;44.522988037178486, 11.320000166568722;190;849_0.127 3.83 4 1
0.127 3.83 8 1;958;1;spira;1254;6641;9650;VIA DELLE BORRE;8946;14290;4000/343434;A;64;NE;338;11.319067499201044;44.5228216458155;44.5228216458155, 11.319067499201045;192;958_0.127 3.83 8 1
0.127 3.87 2 1;851;1;spira;1192;3194;8500;VIA VITTORIO BIGARI;10392;10322;4000/343434;A;150;S;171;11.350739242428771;44.508560104800296;44.508560104800296, 11.350739242428771;200;851_0.127 3.87 2 1
0.127 3.89 4 1;409;1;spira;692;4027;7500;VIA FILIPPO BEROALDO;13041;10539;4000/343434;A;156;NO;63;11.373605357169;44.4996807974347;44.4996807974347, 11.373605357169;206;409_0.127 3.89 4 1
0.127 3.89 6 1;410;1;spira;693;3400;2100;VIA ISABELLA ANDREINI;10516;10539;4000/343434;A;156;N;348;11.3732419756135;44.4995320603747;44.4995320603747, 11.3732419756135;207;410_0.127 3.89 6 1
0.127 3.92 8 1;413;1;spira;697;3802;11350;VIA CALAMOSCO;10985;15791;4000/343434;A;104;S;163;11.3895161490067;44.5183654552317;44.5183654552317, 11.3895161490067;216;413_0.127 3.92 8 1
0.127 4.5 10 1;947;2;spira;1110;4448;50250;VIA RIMESSE;6615;6601;4000/343434;A;199;S;192;11.3730411641982;44.4935274718283;44.4935274718283, 11.3730411641982;284;947_0.127 4.5 10 1
0.127 4.7 8 1;427;1;spira;715;3326;7000;VIA GIUSEPPE BENTIVOGLI;10477;6547;4000/343434;A;205;S;188;11.3640751869437;44.4974920495079;44.4974920495079, 11.3640751869437;298;427_0.127 4.7 8 1
0.127 4.8 8 1;429;1;spira;717;4435;62690;VIA GIOVANNA ZACCHERINI ALVISI;6474;6476;4000/343434;A;204;S;165;11.3605177839404;44.493348493034;44.493348493034, 11.3605177839404;313;429_0.127 4.8 8 1
0.127 4.13 5 1;434;1;spira;723;2209;61150;VIA VERMENA;6903;6902;4000/343434;A;382;N;336;11.3808082353699;44.4811450836152;44.4811450836152, 11.3808082353699;233;434_0.127 4.13 5 1
0.127 4.25 8 1;495;1;spira;744;645;44200;VIA PARISIO;5827;5814;4000/343434;A;66;O;102;11.3698246268197;44.4726660556511;44.4726660556511, 11.3698246268197;240;495_0.127 4.25 8 1
0.127 4.34 8 1;237;1;spira;762;666;36350;VIA PIETRO MASCAGNI;5760;5831;4000/343434;A;269;O;100;11.3713206956993;44.4700638312107;44.4700638312107, 11.3713206956993;251;237_0.127 4.34 8 1
0.127 4.35 5 1;246;1;spira;766;8372;23580;VIA GHERARDO FORNI;16349;5878;4000/343434;A;182;NO;51;11.3730470323002;44.4761182727405;44.4761182727405, 11.3730470323002;253;246_0.127 4.35 5 1
0.127 4.35 8 1;238;1;spira;763;728;30800;VIA DEI LAMPONI;5847;5882;4000/343434;A;182;S;155;11.3721202028794;44.4769091131577;44.4769091131577, 11.3721202028794;254;238_0.127 4.35 8 1
0.127 4.38 2 1;901;1;spira;1220;9451;50780;VIALE ROMA;17052;6682;4000/343434;A;170;NO;64;11.3922201038359;44.4701129276317;44.4701129276317, 11.3922201038359;259;901_0.127 4.38 2 1
0.127 4.45 6 1;254;1;spira;778;796;51800;VIA ALFONSO RUBBIANI;5978;5969;4000/343434;A;54;S;169;11.3445173357761;44.486100720565;44.486100720565, 11.3445173357761;270;254_0.127 4.45 6 1
0.127 4.49 6 1;870;1;spira;1211;1951;19250;VIA GIOVANNI PIER LUIGI DA PALESTRINA;5755;6657;4000/343434;A;177;SE;245;11.378652582033794;44.46630094837764;44.46630094837764, 11.378652582033794;281;870_0.127 4.49 6 1
0.127 4.53 4 1;731;1;spira;981;513;30660;VIA ANTONIO LABRIOLA;5688;5710;4000/343434;A;377;SE;248;11.3707308637866;44.4642672953098;44.4642672953098, 11.3707308637866;286;731_0.127 4.53 4 1
0.127 4.59 4 1;736;1;spira;986;8567;47700;VIA DEL POZZO;5555;16486;4000/343434;A;379;NO;53;11.3685668614722;44.4554584491608;44.4554584491608, 11.3685668614722;291;736_0.127 4.59 4 1
0.127 4.71 4 1;837;1;spira;1168;8398;4000;VIA AZZURRA;16365;6463;4000/343434;A;207;S;175;11.3732470101126;44.4875149004544;44.4875149004544, 11.3732470101126;301;837_0.127 4.71 4 1
0.127 4.72 10 1;953;2;spira;1128;11514;58600;VIA TOSCANA;5556;17845;4000/343434;A;398;;139;11.3667401449552;44.4541530866148;44.4541530866148, 11.3667401449552;305;953_0.127 4.72 10 1
0.127 4.75 8 1;877;1;spira;1218;10207;30850;VIA LARGA;10849;17317;4000/343434;A;244;S;159;11.395416111417234;44.50044690305916;44.50044690305916, 11.395416111417234;309;877_0.127 4.75 8 1
0.127 4.81 6 1;900;1;spira;1242;8631;50570;VIA GIUSEPPE RIVANI;16544;16543;4000/343434;A;174;E;243;11.3981350344468;44.4897468087087;44.4897468087087, 11.3981350344468;316;900_0.127 4.81 6 1
0.127 4.86 8 1;551;1;spira;796;1855;37700;VIA PIETRO MENGOLI;6566;6568;4000/343434;A;208;S;156;11.3714569022599;44.4891797108358;44.4891797108358, 11.3714569022599;323;551_0.127 4.86 8 1
0.127 4.96 2 1;577;1;spira;827;1590;31780;LARGO CARD. GIACOMO LERCARO;16804;6396;4000/343434;A;184;O;63;11.3703590111511;44.4800241234356;44.4800241234356, 11.3703590111511;332;577_0.127 4.96 2 1
0.127 4.96 6 1;578;1;spira;828;4412;51950;VIA GIUSEPPE RUGGI;6397;5848;4000/343434;A;184;E;242;11.3695854758411;44.4799969786773;44.4799969786773, 11.3695854758411;333;578_0.127 4.96 6 1
0.127 4.97 2 1;904;1;spira;1235;600;39150;VIA PIER PAOLO MOLINELLI;5784;5668;4000/343434;A;80;O;86;11.3588922890254;44.4765980401446;44.4765980401446, 11.3588922890254;334;904_0.127 4.97 2 1
0.127 4.97 4 1;903;1;spira;1237;7784;54650;VIA SIEPELUNGA;5668;15594;4000/343434;A;80;N;342;11.3584056118326;44.4764364047479;44.4764364047479, 11.3584056118326;335;903_0.127 4.97 4 1
1.8 1.12 2 1;533;1;spira;513;977;5450;VIA UGO BASSI;13517;88;4000/343434;A;319;E;250;11.3372547926228;44.495704939559;44.495704939559, 11.3372547926228;380;533_1.8 1.12 2 1
1.80 1.5 6 1;674;1;spira;1049;1340;30150;VIA DELL'INDIPENDENZA;6143;6142;4000/343434;A;329;N;350;11.3426627722195;44.4950576691206;44.4950576691206, 11.3426627722195;384;674_1.80 1.5 6 1
1.81 1.17 6 1;672;1;spira;1047;1366;33350;STRADA MAGGIORE;13541;6214;4000/343434;A;386;SE;247;11.3466950886085;44.4940929520574;44.4940929520574, 11.3466950886085;388;672_1.81 1.17 6 1
2.1 2.2 8 1;98;1;spira;80;6256;56450;VIA DON LUIGI STURZO;13983;16156;4000/343434;A;333;NE;320;11.3016125829722;44.4907828959186;44.4907828959186, 11.3016125829722;399;98_2.1 2.2 8 1
2.2 2.7 6 2;241;1;spira;529;7773;4850;VIA DELLA BARCA;4573;15961;4000/343434;A;334;NO;68;11.3018465270564;44.4925365105699;44.4925365105699, 11.3018465270564;438;241_2.2 2.7 6 2
2.7 2.2 2 1;100;1;spira;82;7773;4850;VIA DELLA BARCA;15961;4573;4000/343434;A;334;E;250;11.3018326491012;44.492451385739;44.492451385739, 11.3018326491012;502;100_2.7 2.2 2 1
2.9 2.10 8 1;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;11.3198132852758;44.4953074040538;44.4953074040538, 11.3198132852758;515;163_2.9 2.10 8 1
2.10 2.6 6 1;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;11.3283224582864;44.4944770870484;44.4944770870484, 11.3283224582864;402;15_2.10 2.6 6 1
2.19 0.127 2 1;175;1;spira;566;343;39600;VIA MONTEFIORINO;4680;4614;4000/343434;A;24;S;157;11.3159062928132;44.4973287210753;44.4973287210753, 11.3159062928132;421;175_2.19 0.127 2 1
2.19 2.19 7 1;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;11.31326041783;44.4978561467662;44.4978561467662, 11.31326041783;427;789_2.19 2.19 7 1
2.19 2.32 6 1;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;11.3170094340646;44.4988944328703;44.4988944328703, 11.3170094340646;430;358_2.19 2.32 6 1
2.19 2.82 4 1;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;11.3112946339157;44.500559242279;44.500559242279, 11.3112946339157;431;205_2.19 2.82 4 1
2.27 2.26 4 1;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;11.2898176294478;44.5113136553154;44.5113136553154, 11.2898176294478;454;304_2.27 2.26 4 1
2.28 0.127 4 1;300;2;spira;40;6907;750;VIA AGUCCHI;8739;14486;;A;14;N;160;11.2972955124321;44.5089800251965;44.5089800251965, 11.2972955124321;456;300_2.28 0.127 4 1
2.29 2.30 8 1;298;1;spira;38;2667;21400;VIA EMILIA PONENTE;8803;8796;4000/343434;A;15;E;250;11.3045448702598;44.5071858270783;44.5071858270783, 11.3045448702598;462;298_2.29 2.30 8 1
2.30 0.127 6 1;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;11.3095630279905;44.5058710102678;44.5058710102678, 11.3095630279905;467;187_2.30 0.127 6 1
2.32 2.19 2 1;684;1;spira;965;2704;57650;VIA DEL TIMAVO;15794;8816;4000/343434;A;304;S;158;11.3189475235611;44.5020777199885;44.5020777199885, 11.3189475235611;475;684_2.32 2.19 2 1
2.34 2.35 8 1;287;1;spira;27;2708;52400;VIA AURELIO SAFFI;8838;8835;4000/343434;A;20;E;246;11.324532869825;44.5001722736237;44.5001722736237, 11.324532869825;481;287_2.34 2.35 8 1
2.35 2.38 8 1;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;11.3275922602577;44.4996245123973;44.4996245123973, 11.3275922602577;485;283_2.35 2.38 8 1
2.38 2.35 4 1;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;11.3294927544257;44.5007251431592;44.5007251431592, 11.3294927544257;490;73_2.38 2.35 4 1
2.84 0.127 8 1;829;1;spira;1173;5961;59350;VIA DEL TRIUMVIRATO;13735;8901;4000/343434;O;31;N;339;11.2946383719003;44.5208615765461;44.5208615765461, 11.2946383719003;512;829_2.84 0.127 8 1
2.95 2.5 2 1;624;1;spira;957;304;52950;VIA SARAGOZZA;4539;4657;4000/343434;A;371;NE;289;11.3209092063132;44.4895928457479;44.4895928457479, 11.3209092063132;519;624_2.95 2.5 2 1
3.3 0.127 6 1;756;1;spira;1088;10178;35250;VIA MARCO POLO;17307;14496;4000/343434;A;279;N;351;11.3275021836665;44.5137406252331;44.5137406252331, 11.3275021836665;573;756_3.3 0.127 6 1
3.4 3.3 6 1;68;1;spira;318;3132;63100;VIA FRANCESCO ZANARDI;10156;8749;4000/343434;A;212;NO;28;11.3291653627786;44.5094068235362;44.5094068235362, 11.3291653627786;607;68_3.4 3.3 6 1
3.5 3.4 6 1;314;1;spira;154;7760;63100;VIA FRANCESCO ZANARDI;14905;15572;4000/343434;A;152;NE;24;11.3307191675915;44.5065977216555;44.5065977216555, 11.3307191675915;634;314_3.5 3.4 6 1
3.7 2.38 4 1;388;1;spira;141;5096;54950;VIALE ANTONIO SILVANI;10158;16697;4000/343434;A;147;SO;126;11.3322047011224;44.5021303998721;44.5021303998721, 11.3322047011224;660;388_3.7 2.38 4 1
3.7 3.6 6 1;389;1;spira;142;6166;63100;VIA FRANCESCO ZANARDI;13919;10164;4000/343434;A;147;NO;26;11.3330778623208;44.5029262976651;44.5029262976651, 11.3330778623208;661;389_3.7 3.6 6 1
3.8 3.6 6 1;321;1;spira;161;8812;44250;VIA AMEDEO PARMEGGIANI;16719;10164;4000/343434;A;146;O;80;11.334154495013;44.5033996741291;44.5033996741291, 11.334154495013;664;321_3.8 3.6 6 1
3.10 3.13 6 1;823;1;spira;1165;3948;54580;VIA WILLIAM SHAKESPEARE;11132;11088;4000/343434;A;75;S;167;11.3633643282992;44.5482023668995;44.5482023668995, 11.3633643282992;522;823_3.10 3.13 6 1
3.11 3.10 6 1;218;1;spira;613;9052;6950;VIA GENUZIO BENTINI;11136;16890;4000/343434;A;255;N;347;11.3568750703055;44.5480791790952;44.5480791790952, 11.3568750703055;523;218_3.11 3.10 6 1
3.11 3.12 2 1;219;1;spira;614;6547;6950;VIA GENUZIO BENTINI;11136;14216;4000/343434;A;255;S;170;11.3566649703374;44.5477597645459;44.5477597645459, 11.3566649703374;524;219_3.11 3.12 2 1
3.17 3.18 6 1;637;1;spira;1010;4739;17950;VIA DI CORTICELLA;10695;10697;4000/343434;A;213;N;341;11.3487238923267;44.5232792759825;44.5232792759825, 11.3487238923267;531;637_3.17 3.18 6 1
3.17 3.18 6 2;763;1;spira;1152;3568;17950;VIA DI CORTICELLA;10695;10694;4000/343434;A;401;;2;11.348230662166;44.5215481671945;44.5215481671945, 11.348230662166;532;763_3.17 3.18 6 2
3.20 3.22 8 1;447;1;spira;636;3216;18300;VIA DONATO CRETI;10394;10382;4000/343434;A;259;E;261;11.3484982794103;44.5108117759304;44.5108117759304, 11.3484982794103;547;447_3.20 3.22 8 1
